DOD00000001	你好吗，今天天气很好。
DOD00001553	我不会冒这个险的，如果我想把我所有的钱都押在我不确定的事情上，我直接搬去维加斯不就好了。
DOD00001554	我不会改变主意的，我不在乎你说什么，我也不太在乎她的论点，这些话我以前都听过。
DOD00001555	你知道你妹妹想让我杀了你们烦恼的掠夺者吗?
DOD00001556	滚蛋。问我的手下，他们会告诉你的。
DOD00001557	他们会告诉你我是道尔顿，是这群混蛋的老大，如果你烦我，我就在你头上撒尿。
DOD00001558	你是谁？
DOD00001559	我是这里的老大，但你已经知道了，对吧，甜心?
DOD00001560	如果你愿意，你可以继续装傻。你知道这里是掠夺者出没的地方，但你还是进来了，我了解你这种人。
DOD00001561	羞于开口，所以你故意跑来这里展示。你想让我的人一起享用你还是让我独占你？
DOD00001562	你是谁？
DOD00001563	你怎么称呼我们，我都不在乎。
DOD00001564	我们只是一群喜欢喝酒，做爱，抽烟的人，最重要的是，我们喜欢赚大钱，喜欢砸碎别人的脑袋。
DOD00001565	我猜你也想加入?哈哈。很不幸，我们不招人。
DOD00001566	所以呢？ 你们应该是帮派之类的吧？
DOD00001567	呵呵，哎呀，我想知道像你这样一个无辜的女孩想和一群男人在一起干什么?
DOD00001568	你很幸运，我们这里所有的男孩都享受着美好的生活，就像我们喜欢喝酒、嗑药和掠夺瓶盖一样。
DOD00001569	我不是在找新员工，但如果你想把自己铐在暖气片上，那也OK。
DOD00001570	所以呢？ 你们应该是帮派之类的吧？
DOD00001571	我和一帮坏蛋一起混，而不是像你这样的小猫咪，而且你有点不对劲，你不知道你的目的。
DOD00001572	而且，我不喜欢你的脸，它让我总想对它做点什么。
DOD00001573	是吗?为什么我不适合你们呢?
DOD00001574	妓女已经找到工作了，不是带枪的，对不对？
DOD00001575	是吗?为什么我不适合你们呢?
DOD00001576	就是直觉，你带着那股柔弱的小婊子劲闯进来，我觉得你想要超越真实的自己。
DOD00001577	继续演坏蛋，只要能让你晚上睡得安稳就行。别自以为是，不然我就把你砍了。
DOD00001578	你凭什么认为我会加入你拼凑的这个破帮派?
DOD00001579	也许是因为你很清楚这是什么地方，但你还是来了。
DOD00001580	来吧，继续表现得你高高在上。如果你认为我的人不喜欢弄坏你这种傲慢的婊子，那你就比你看起来更蠢。
DOD00001581	你凭什么认为我会加入你拼凑的这个破帮派?
DOD00001582	道尔顿。让我想想，上次他和我谈论从我的收入中分一杯羹，我的家庭收入...他怎么说的来着...?
DOD00001583	"如果你们两个婊子付不起保护费，你们可以把这地方变成小兔子农场，你们俩一定会很受我的男孩们的欢迎。”
DOD00001584	这让你知道他是什么样的人了吗?
DOD00001585	你能跟我说说这个道尔顿吗?
DOD00001586	哦,哇,死亡爪。这真可怕，你一提起，我就害怕了，哦天啊。
DOD00001587	白痴，死亡爪不会开门。
DOD00001588	你不担心死亡爪在你们这个小藏身处出没吗?
DOD00001589	这他妈的到底是啥?我才不管他妈的什么农场。
DOD00001590	这...称之为投资吧，可以这么说吧。我不会投资现金，但我想我会投资时间派我的人去收钱，当然。
DOD00001591	我可以告诉你，那个经营这地方的自大婊子根本不懂怎么做生意。
DOD00001592	我最初的提议是我保证她的住处安全，她只要让我和我的人在有冲动的时候跟她和她妹妹玩玩就行了。
DOD00001593	那个蠢婊子决定她宁愿自己掏腰包也不愿随便找点乐子，真是白痴。
DOD00001594	你能跟我说说洪堡农场吗?
DOD00001595	掌管那地方的那个自大的婊子自以为比我们强，我知道她也觉得自己比你强。
DOD00001596	她觉得自己太好了，不会来这里，不像你。我猜她在这么多混蛋面前都不自信，是吧?
DOD00001597	无所谓，只要她继续向我交钱，我就让她留着她的破烂农场。操她妈的。
DOD00001598	你能跟我说说洪堡农场吗?
DOD00001599	他妈的...?你想把我从我自己的生意里挤出来，你个混蛋?
DOD00001600	这样怎么样，我他妈什么都不会为你做，你能做的就是说服我不要把你的脑袋开洞。
DOD00001601	你最好要么求我发发慈悲，要么求耶稣用你那该死的灵魂做点好事，你个混蛋。
DOD00001602	叫你的人离洪堡农场远点，不然我就亲手杀了你们。
DOD00001603	他妈的什么？...你他妈疯了吗，你个傻逼?
DOD00001604	你他妈的知道我是谁吗？我他妈的要对你做点什么了，因为你他妈闯进我的地盘还冒犯我？！
DOD00001605	我妈告诉我不要把女人的内脏取出来，所以我给你一次机会，就他妈一次机会，求我发发慈悲。
DOD00001606	叫你的人离洪堡农场远点，不然我就亲手杀了你们。
DOD00001607	我要把这混蛋的头钉在钉子上，杀了他!
DOD00001608	我已经听你说够了，帮这个世界一个忙，安静地死去吧。
DOD00001609	没人敢这么跟我说话，你个自大的混蛋，你会希望自己从没出生过的。
DOD00001610	我已经听你说够了，帮这个世界一个忙，安静地死去吧。
DOD00001611	我操......该死，杀了这混蛋!
DOD00001612	你说了很多词，但我只听到"小鸡巴"，奇怪。
DOD00001613	你他妈...你知道我是谁吗?杀了这婊子，该死的!
DOD00001614	你说了很多词，但我只听到"小鸡巴"，奇怪。
DOD00001615	耶稣他妈的基督，把这个该死的疯子从我身边带走！
DOD00001616	硬汉话语，让我们看看你能不能坚持下去。
DOD00001617	卧槽? !来人啊，把这个疯婆子弄走!
DOD00001618	你说你的鸡巴太大了，我想我要把它从你身上切下来，塞进你的喉咙里。
DOD00001619	真的吗?这...太好了!我就知道你能杀了他们!天啊，这太棒了。
DOD00001620	你出去杀那些混蛋的时候，我把钱都凑齐了。1083瓶盖，就像我说的，这都是给你的。
DOD00001621	是的，已经搞定了，你们现在安全了。
DOD00001622	别让我们等太久了，好吗?
DOD00001623	还没有。
DOD00001624	当然，给你!我告诉过你我很擅长存钱的。
DOD00001625	现在,嗯...也许你也可以把这件事告诉我姐姐?我觉得如果我告诉她我做了什么，她可能会非常生气。
DOD00001626	嗯...也许哪天晚上我可以溜出去把那个愚蠢的掠夺者基地烧了，别让新的混蛋搬进来。
DOD00001627	再次感谢！ 真的，你现在几乎是我第二喜欢的人。
DOD00001628	我会接受的你的赏金，谢谢你。
DOD00001629	你...你是认真的，真的吗？ 你不要我的钱？ 因为，你知道，你的钱触手可及。
DOD00001630	哦,哇。好的,谢谢你，我真不知道该说什么。
DOD00001631	好的，嗯...你应该把这个好消息告诉我姐姐。如果我去告诉她，她可能会生气。
DOD00001632	所以，是的...啊，在此期间，我可以为你建个小神龛吗?一定会很有品味的，我保证！再次感谢！真的！
DOD00001633	你比我更需要钱，留着吧。
DOD00001634	我的天哪? !为什么? !天啊，我们要死了。如果幸运的话，我们会死的，否则，我们就会沦为奴隶，你为什么要那么做?
DOD00001635	我们付得起道尔顿的狗屁保护费，虽然有些勉强，但现在有什么能阻止其他掠夺者来这里呢?
DOD00001636	道尔顿和他的人都死了，你不用再担心他们了。
DOD00001637	[成功]这...这也行吧。
DOD00001638	我敢说...商队守卫会接受的。让我想想...我没办法从深红商队挖走人，但是...
DOD00001639	等等，我想到了，最近巨石城附近发生了一些商队伏击事件，我敢说能在那找到一些失业的守卫。
DOD00001640	OK，我需要你去找几个守卫，告诉他们我提供食宿。如果他们能来，费用都可以商量。
DOD00001641	谢谢，也许...我们最终不会死的。
DOD00001642	既然你付得起钱，雇佣一些真正的守卫，就目前来看你没有被敲诈的风险了。
DOD00001643	[失败]笨蛋，枪支不是问题所在，我们只有两个人，其中一个才13岁。
DOD00001644	我们需要的是更多的人能...帮助我们...嗯。
DOD00001645	守卫，我们需要守卫，商队守卫可能不错，因为他们已经习惯了我们现在谈论的工作。
DOD00001646	所以...我听说巨石城附近有商队被打劫，我打赌那边肯定有一些失业的守卫在转悠。
DOD00001647	我需要你去和他们谈谈，告诉他们我这儿提供食宿，如果愿意来的话薪酬也好商量。
DOD00001648	我就指望你了，请尽快。
DOD00001649	买更好的枪。
DOD00001650	去你的吧，是你把我们卷进来的，你欠我们人情。
DOD00001651	你在我们背上画了个巨大的靶子，你得修复这个缺口。我们需要守卫之类的，你得帮我们去找。
DOD00001652	我需要你去和他们谈谈，告诉他们我这儿提供食宿，如果愿意来的话薪酬也好商量。
DOD00001653	去吧，找不到就别回来。
DOD00001654	听起来是你的问题，不是我的。
DOD00001655	我是阿尔菲，这是杰西卡和章。
DOD00001656	你不会是运营商队的吧？听说有一些抢劫商队的人在这附近埋伏，应该有人需要一些像我们这样的精英守卫。
DOD00001657	这些家伙们是谁？
DOD00001658	很好，我是一名老兵，这就自然而然地让我成为了公认的坏蛋。
DOD00001659	章过去五年一直在做商队守卫，和杰西卡......以及一把大机关枪。
DOD00001660	所以，如果要我说的话，我非常够格。
DOD00001661	你的资历是什么?
DOD00001662	嗯...很好，虽然那不是商队守卫，但我觉得没什么关系...
DOD00001663	很好，妈的，我认为值得一试，这破地方没人在招人，换一份拿钱的工作也不错。
DOD00001664	好的，我们来看看，包食宿很划算。很好兄弟们，我们往北边去，看看结果如何。
DOD00001665	你觉得在农场工作怎么样?他们提供食宿，薪资面议。
DOD00001666	谢天谢地。
DOD00001667	听着...自从爸爸去世后，我一直很神经紧绷，好像这里的每件事都依赖我。
