OWB00000001	GREETING
OWB00001846	All those... ugh... feelings that motivate you, those urges to hurt people, to take and crush and maim, do you know where they come from?
OWB00001847	All those... ugh... feelings that motivate you, do you know where those come from?
OWB00001848	Glands. They come from glands. Free of the tyranny of your ape-like and primitive endocrine system, I can see how foolish your motives are.
OWB00001849	This is too weird. I'll be back later.
OWB00001850	Barring the unlikely event that I evolve some sort of rocket-propelled locomotion, I will be here.
OWB00001851	Cool! I can talk to my own brain! Can my heart and spine talk, too?
OWB00001852	Err... yes, well, you do know that those particular organs don't have neurons and are thus incapable of speech, yes?
OWB00001853	How the hell did Mobius get hold of my brain?
OWB00001854	After the Think Tank extracted me from your skull, they fell to bickering amongst themselves. I'm sad to say we were quite forgotten about.
OWB00001855	Dr. Mobius saw an opportunity to gain some leverage, and had me spirited away to his dome.
OWB00001856	Why does my brain sound so... masculine?
OWB00001857	Ah, well, as to that... you'd be surprised how hard a feminine-sounding voice modulator is to find in the Forbidden Zone.
OWB00001858	It's not as though brain-sustaining life support tanks grow on trees. I had to take what I could get.
OWB00001859	Come on, let's go. We're getting out of here.
OWB00001860	Ew! Crawl back in there? Are you mad? I don't know where you've been!
OWB00001861	For all I know, you're riddled with disease, or packing one of those delightful head wounds you seem to attract!
OWB00001862	I'm not crawling back into your head just to ooze right back out again!
OWB00001863	Well... I suppose you've convinced me well enough. I'll rejoin your body if that's your final decision.
OWB00001864	Unfortunately, before we get to that stage of the proceedings, we have a problem.
OWB00001865	Even if I could settle myself back in your skull and reconnect all those pesky nerve endings, Dr. Mobius doesn't have the tools here.
OWB00001866	We would have to make use of Dr. Klein's lab, and I rather doubt the brains are inclined to share.
OWB00001867	So... what do you say, brain? Join me for some more wild adventures?
OWB00001868	Actually, yes. I would love a cookie.
OWB00001869	I... ugh... is this really what I have to look forward to?
OWB00001870	Listen, you're my brain, so you'd better be more respectful!
OWB00001871	Oh, had I? What exactly will you do if I don't? Not put me back in that cranial donjon you call your head? Heavens forbid!
OWB00001872	Why are you such a dick?
OWB00001873	Well, that's a fine how-do-you-do! Me! A, quote, dick, unquote. As if I'm the one responsible for the way you carry on, gadding about the Wastes.
OWB00001874	I'm not the one that makes us clamber around tetanus-infested ancient Vaults or go charging off to New Vegas on missions of ill-conceived revenge!
OWB00001875	And have we forgotten who got us shot in the head and buried in a shallow grave? Hmm? Do you think I enjoyed that little moment?
OWB00001876	Are you... my brain?
OWB00001877	Ah, lovely, figured that out, have we? Would you like a cookie?
OWB00001878	-Gabe, down! Down, boy! Stop it!-
OWB00001879	-Now... let the intruder have the Sonic Emitter schematics. Klein wants it, all right, boy? Let the intruder dig it up wherever you buried it.-
OWB00001880	-Gaaabe! I am sorry I put your brain in a bowl, boy. Oohhh, who's a good boy. YOU are!-
OWB00001881	-Gabe would bark and snarl and bite whenever ANYONE came to visit.-
OWB00001882	-That's why I replaced his legs with spare parts and fed him a steady diet of Psycho-laced dog chow.-
OWB00001883	-Ohhhhh yes, my PET, Gabe. I'd forgotten about the old boy and the COUNTLESS experiments I'd done on him back at Higgs.-
OWB00001884	-Gaaabe? Gabe, you're about to have your FAVORITE treat - a VISITOR. Won't that be nice? DON'T eat the visitor, boy. Don't. Please.-
OWB00001885	-The Residential Test. Wasn't that shut down for some reason?-
OWB00001886	-Oh my, you got to the Residential Test! This is really Borous, by the way, hello again. None of us thought you would get this far.
OWB00001887	-Attention students. This is the pre-recorded voice of your pre-recorded principal. Doctor Principal BOROUS!-
OWB00001888	-You may know me as the Head Chief First Researcher of Labs Z-9 and Z-14.-
OWB00001889	-There I fought valiantly to preserve rattlesnake DNA, and put it right where it belongs, in the husk of another feared predator.-
OWB00001890	-Oh, and the tarantula hawk. Can't splice enough, I always say, especially if you can make a magnificent Cazador!-
OWB00001891	-Enough about ME. It has come to my attention that many of you SEEMINGLY innocent children have been subverted by Red Propaganda.-
OWB00001892	-This is a MOST serious matter requiring the MOST serious of detentions.-
OWB00001893	-Can you spell detention? I'll tell you how I spell it: DEATHtention. Commie-pinko-traitors, ALL.-
OWB00001894	-Now, I will send vicious cybernetic cyborg dogs through the corridors to weed all you traitors out.-
OWB00001895	-They will sniff out which among you have chosen the commie path.-
OWB00001896	-Especially YOU, Betsy Bright, who turned me down for the high school dance so you could smoke with RICHIE MARCUS.-
OWB00001897	-Hall Monitors will also be vigilant. Step outside during class, and they'll make sure you make a speedy jump back to your desk.-
OWB00001898	-Hold your urine and wait for the PROPER bathroom breaktime.-
OWB00001899	-School is a sacred trust. Even though I am a long-ago graduate of this hated facility...-
OWB00001900	-...now I see its worth, and see it was corrupted by fraternities, and... GIRLS. Yuck!-
OWB00001901	-Today the cafeteria will be serving... nothing, because I didn't build one.-
OWB00001902	-No cafeteria. No bathrooms. No swirlies. No chocolate pudding left in the chairs of brilliant minds. What are you going to do now RICHIE MARCUS?-
OWB00001903	-Please place all filthy propaganda books in the incinerator chute in the Sink, especially those with funny pictures of me in them.-
OWB00001904	-I am lord of this institution. Where once, long ago, I was a student here. Now, I am its OMNIPOTENT GOD-PRINCIPAL.-
OWB00001905	-As I soon will be LORD of Big MT. DOO DE DOO. Do you hear that? It is my trumpet of victoryness!-
OWB00001906	-Down at the end of the hall is BALL storage. For jocks who like BALLS, like RICHIE MARCUS. Do you hear me, Betsy? RICHIE likes BALLS.-
OWB00001907	-You are in the LIBRARY. Be quiet here and filled with SHHHHH.-
OWB00001908	I found a holotape to upgrade you.
OWB00001909	Ooh, you found my mood lighting! Installing upgrade!
OWB00001910	How did he manage that?
OWB00001911	I don't know. I'm afraid the trauma of our separation rendered me quite insensate. I didn't come around until I was safely ensconced in this tank.
OWB00001912	I'm quite sure whatever he did was highly scientific, though.
OWB00001913	That seems like a pretty unlikely coincidence.
OWB00001914	Hardly. Dr. Mobius keeps a close optical sensor on the goings-on at the Think Tank. As soon as he saw the opportunity, he took it.
OWB00001915	Well, that answers that. On to something else.
OWB00001916	Well, as long as your curiosity is satisfied.
OWB00001917	You talk a lot of science, brain, but you don't make a lot of sense.
OWB00001918	Very well, let me put this in terms you'll understand. Brain: smart. Heart: stupid. Spine: very stupid. You: exceptionally stupid.
OWB00001919	Does that explain the matter?
OWB00001920	Well, you don't have a mouth, but you can talk. Explain that, smarty-pants!
OWB00001921	I don't have... Ugh! I have an inferior frontal gyrus wired directly into a speech-synthesizing processor.
OWB00001922	Your heart can't be wired up to a... a thought-synthesizing processor! You can't talk to it!
OWB00001923	Uh, brain? You seem... awful smart all of a sudden.
OWB00001924	I've been bettering myself, I'll have you know. I've been reading - actual literature, mind you, not that ЎLa Fantoma! or Tжles of Chivalrie drivel.
OWB00001925	I've been studying the classics, acquiring a solid grounding in medicine and the sciences.
OWB00001926	Also, I'm fairly certain this tank has been liberally salted with ground Mentats.
OWB00001927	All this smart-talk is hurting my head. Please stop it.
OWB00001928	Well, we certainly wouldn't want to strain your comprehension, would we?
OWB00001929	What about my spine?
OWB00001930	Argh!
OWB00001931	[SUCCEEDED] I... well... look, it's all a very complex system of biofeedback and other things I wouldn't expect you to understand.
OWB00001932	But you're the source of most of those glands. Unless you're arguing that my thyroid is to blame.
OWB00001933	[FAILED] And you're an expert on your own glandular delusions, are you? No, leave this one to an impartial authority: me.
OWB00001934	That doesn't seem quite right...
OWB00001935	Admit it. You're just as glandular as I am.
OWB00001936	Oh, all right... perhaps I am, but at least I'm logical about it.
OWB00001937	What's so bad about letting the brains get out? They don't seem that terrible.
OWB00001938	Don't seem so bad? They vivisected us just to see what would happen! Have you forgotten the Lobotomites? The Cyberdogs, I assume you saw those?
OWB00001939	Imagine that kind of "science" spread across the entire Mojave. Every man, woman and child we've met reduced to a Lobotomite.
OWB00001940	Is that what you want?
OWB00001941	[SUCCEEDED] Well, I suppose I do miss those endorphin rushes when we save the day. All right - what's the plan?
OWB00001942	You're part of me. I know you don't want to let that happen any more than I do.
OWB00001943	[FAILED] We have to do no such thing! Just don't bring them the tools they need to get out!
OWB00001944	Come on! We have to stop them! And stuff!
OWB00001945	That's going to be a problem. Until they fix me, I can't leave Big Mountain either.
OWB00001946	Hmm, I had overlooked that particular angle. Still, it's not so bad staying here, is it? We could be comfortable.
OWB00001947	Come on, you're my brain and I'm your body. This is meant to be, baby!
OWB00001948	Are you... are you coming on to me?! Sweet Lord, I don't even have the words for how repugnantly wrong that is!
OWB00001949	Come on, you're my brain and I'm your body. This is meant to be, baby!
OWB00001950	Are you... are you coming on to me?! Sweet Lord, I don't even have the words for how repugnantly wrong that is!
OWB00001951	Come on, you're my brain and I'm your body. This is meant to be, baby!
OWB00001952	Are you... are you coming on to me?! Sweet Lord, I don't even have the words for how repugnantly wrong that is!
