FO300000001	.32手枪
FO300018907	我希望你今年的礼物比去年的更好。
FO300018908	这样啊！在我们那年代，年轻人更有礼貌，更懂得尊敬长辈。当然，那时我们也有一个货真价实的监督者，值得尊敬。
FO300018909	天啊，我又犯喜欢唠叨的老毛病了，而你还是如此耐心。
FO300018910	我想你愿该更加礼貌些，但这是你的生日，好吧，给你：我刚给你烤好的甜面包卷。
FO300018911	哦，你用不着送我礼物的，帕尔默夫人。
FO300018912	胡说！哪有不喜欢礼物的10岁孩子。
FO300018913	我也曾有过10岁，信不信由你！天啊，那时候避难所里好多人啊。
FO300018914	是的，女士。
FO300018915	真是个懂礼貌的年轻人！不要丢掉你直言不讳的性格，在这我们需要像你这样的。
FO300018916	真是个懂礼貌的年轻人！不要丢掉你直言不讳的性格，在这我们需要像你这样的。
FO300018917	
FO300018918	你说谁呢？讨厌鬼，生日快乐，讨厌鬼！哈哈哈！
FO300018919	小宝贝要去跟警员戈麦斯哭诉了！嘘！
FO300018920	哦，哥们，你把它全都吃了？我还想要点呢。
FO300018921	嗯，我们不想要你身上的虱子。对吗？布奇。
FO300018922	嗯，我们不想看见笨蛋，对吗？布奇。
FO300018923	我想你弄哭她了，布奇！哈哈哈。小宝贝哭了？
FO300018924	我想你弄哭他了。布奇！哈哈哈。小宝贝哭了？
FO300018925	嗯，跟你小女朋友去玩吧。哈哈哈。
FO300018926	嗯，你为什么不滚回去跟你的洋娃娃玩呢？
FO300018927	哈哈哈！你跟他说了，布奇！
FO300018928	哈哈哈！你跟她说了，布奇！
FO300018929	嗯，保罗，为什么不把我们介绍给你的新朋友？
FO300018930	嗯，保罗，为什么不把我们介绍给你的新女朋友？
FO300018931	你的意思是因为我们已经有一个了？笨蛋。
FO300018932	
FO300018933	别用这语气和我讲话。
FO300018934	我跟你说了不要这样和我讲话。
FO300018935	不然怎样？嗯，我想也是。
FO300018936	闭嘴。
FO300018937	
FO300018938	难以置信才过去这么几天。
FO300018939	听见这些很高兴。
FO300018940	那些东西悄悄地靠近你，这太疯狂了，你懂吗？
FO300018941	那与你无关。
FO300018942	嗯，是的。
FO300018943	我一定要这么做吗？我没听戴夫说过我们要这样！
FO300018944	嗯，但是如果我能投票的话更好。
FO300018945	呃，为什么我不能现在就投票？
FO300018946	圣诞老人。
FO300018947	唔，我猜是的。
FO300018948	不管怎样，你太年轻了，无法取代戴夫的位置。
FO300018949	太年轻？太年轻？我为所有用“你太年轻”来攻击我的人感到恶心。
FO300018950	我听腻这些了。我想我已成熟到足矣取代戴夫。我赢得选举，证明给所有人看。
FO300018951	我认为你应该去争取。
FO300018952	嗯？我还是习惯当这里的二把手。因此我想我还会待在自己原本的位置上。
FO300018953	我不认为你得事事亲力亲为。
FO300018954	这不是背叛。这里是一个自由的，嗯，国家.... 对吧？
FO300018955	嗯，就像戴夫说的，“自由”是我们所拥有的最自由的自由！
FO300018956	因为你太愚蠢了，所以才当不上总统？
FO300018957	我想那很艰难。
FO300018958	呃，或许你说的对。它带来的麻烦更甚于它的价值。
FO300018959	你考虑过参加总统竞选吗？
FO300018960	我当不了总统，我只是个小孩！
FO300018961	我太年轻了！我连投票权都没有。
FO300018962	我想没人有权参加和戴夫的竞选。
FO300018963	绝不。老实说，如果可以，我会给戴夫投两票。
FO300018964	没门！你和他竞选简直就是疯了。
FO300018965	请你小声点！在这说这些让我真很不自在。
FO300018966	信不信由你，以前我曾领导过一个比这还大的商队。
FO300018967	但是我在说什么啊？跟戴夫竞选不就等于是背叛他吗？
FO300018968	我不知道。就像我说过的，我不想背叛戴夫。
FO300018969	我觉得你应该去竞选总统。
FO300018970	天啊，我好想当总统。所有人都得听我的，要不我就把他们流放到外头去。
FO300018971	而且首先我要让自己成为永远的领袖，这样他们就不能靠选举让我下台。
FO300018972	但是我没必要参选。总有一天戴夫就会让我成为领袖，就像我的爷爷汤姆当年做的那样。
FO300018973	听着，我已经跟你说了，总有一天戴夫会让我当上总统的。
FO300018974	我觉得你应该去竞选总统。
FO300018975	抱歉我得失陪一会，立刻回来。
FO300018976	不要浪费我的时间。我还有更重要的事要做。
FO300018977	终于解脱了。
FO300018978	我这就离开。
FO300018979	我得走了。
FO300018980	你浪费了总统很多时间了，滚吧。
FO300018981	是的，没错。
FO300018982	嗯，我现在得回去工作了。
FO300018983	我想参与其中，参加总统竞选。
FO300018984	我很遗憾，但是总统必须由共和国公民来担当。因此你不具备资格。
FO300018985	你问过戴夫这样可以吗？
FO300018986	啊，戴夫允许你那样做了？
FO300018987	都有谁参加选举？
FO300018988	除了我之外没别人。为什么人民还需要除了戴夫之外的候选人？我提供所有他们想要的。
FO300018989	让人民做出自己的选择。我自信他们会知道我才是他们真正的领袖。
FO300018990	总统先生，看来你似乎遇到竞争对手了。
FO300018991	我听说了。她不会真以为自己比戴夫强吧。
FO300018992	萝丝现在在竞选总统。
FO300018993	哇，真的么？我总是说她会成为一个好领袖，而且我们还从没有过一个女领袖。
FO300018994	萝丝现在在竞选总统。
FO300018995	鲍勃现在在竞选总统。
FO300018996	哇，这是第一次我们有这么多的选择！
FO300018997	你知道鲍勃和萝丝在竞选总统吗？
FO300018998	可怜的女孩恐怕没什么机会，对吧？
FO300018999	萝丝现在在竞选总统。
FO300019000	鲍勃现在在竞选总统。
FO300019001	鲍勃现在在竞选总统。
FO300019002	哇，镇里发生什么事了？
FO300019003	鲍勃和萝丝现在在竞选总统。
FO300019004	只有戴夫，他是唯一的总统候选人。
FO300019005	你的父亲是个国王？你的意思是跟蝴蝶一样？
FO300019006	你是不是被过度辐射过了？不是说蝴蝶，你这呆子。我说的是那种嗜权如命的人。
FO300019007	我父亲自出生起就继承了政治权力，并将这伟大的国家改名为汤姆的王国。
FO300019008	尽管我也从我父亲那继承了权力，但是我将这改革为了共和国，使人民有权选举自己的领袖。
FO300019009	你的爸爸是个国王，而你是总统？怎么会这样？
FO300019010	我父亲自出生起就继承了政治权力，并将这伟大的国家改名为汤姆的王国。
FO300019011	尽管我也从我父亲那继承了权力，但是我将这改革为了共和国，使人民有权选举自己的领袖。
FO300019012	是的，当然。
FO300019013	那好，随你。正是选举将我这样的总统和我父亲那样的国王区分开来。
FO300019014	我真的不知道。我刚到这。
FO300019015	啊，一个知识的渴求者，嗯？嗯，相信我，正是选举将我这样的总统和我父亲那样的国王区分开来。
FO300019016	我想说这更像是某种专政。
FO300019017	专政？你在侮辱我。显然你的脑子是受了废土太多的辐射而坏掉了。
FO300019018	最好这样。私下嘱咐：提醒守卫看见你就开枪。
FO300019019	不，当然不！
FO300019020	啊哈！我就知道间谍会这么说！看呐，我不知道你是怎么进来的，但你这么做后果很严重，间谍。
FO300019021	你不能没有得到邀请就到国会大厦来。
FO300019022	刺客？你真的觉得你能对付戴夫的军队？
FO300019023	见鬼，你怎么让那人的头爆炸了？
FO300019024	他自找的。他该死的应该明白这项圈会爆炸。现在得找人来清理这烂摊子了。
FO300019025	炸的真是时候。他几乎就要逃了。
FO300019026	他们哪也去不了。没有奴隶能除掉项圈。那些混蛋应该最清楚。
FO300019027	没事。没关系。
FO300019028	该死的太对了，没事。现在滚吧。
FO300019029	
FO300019030	你以为你能从这跑了？你这小混蛋！滚进去，快！
FO300019031	你他妈的死定了。你听见了没？你死定了！
FO300019032	你！立刻回来！
FO300019033	萨米快跑，快跑啊！我们能做到！
FO300019034	不。这真是个糟糕透顶的主意。想都别想。
FO300019035	但是！但是！但是！
FO300019036	听着，如果你能在周围遇到商队，我或许能跟你做个交易。我想这就是积德行善。
FO300019037	是的，我很乐意。
FO300019038	现在，让我们来把这本书完成吧！
FO300019039	这只会让我们受伤害。你不想伤害任何人，不是吗？
FO300019040	你说的对。我不能继续写这本书了。如果里面的建议让人们因此而受到伤害怎么办？我应该跟商队合作。
FO300019041	你没有写这种书的经验。你会被人笑话的。
FO300019042	但这就是我需要你帮助的原因！我知道我的缺陷，有了你的帮助，我可以为这世界做些伟大的事。
FO300019043	好吧，我能理解这对你有多重要。让我们一起来完成这本书。
FO300019044	真的？你同意了？你认为我的书真的可以帮助众生？
FO300019045	当你能用现实方法及时解决的时候，为什么一定要用这本书来解决？
FO300019046	怎么？难道要帮助商队打理愚蠢的杂务？帮他们修推车和治疗双头牛？
FO300019047	一定还有更好的帮助他人的方式值得我去做！
FO300019048	我不知道，人类本性难移。
FO300019049	可能吧。我确实听到有人那样说。但不满足于现状不正是人类的本性吗？
FO300019050	拜托，我至少要努力去让世界更美好。而且我一个人办不到，我需要你的帮助。
FO300019051	你想让这世界变得更美好？
