AID00098043	玩家上锁的物品
AID00132190	你和人类之间有什么过节吗？
AID00132191	人类总是瞅来瞅去。我们夜行族不喜欢被人盯着。感觉……不舒服。
AID00132192	再见。
AID00132193	
AID00132194	哎呀。恭喜你的II型原型机运行成功了，医生。把它交出来，我们自会离开。
AID00132195	你在杰克博镇做什么？
AID00132196	我负责照看大角牛。他们很可爱，也很温顺，但脾气坏起来也很吓人。就跟我的孙子们一样！
AID00132197	我已经帮了你不少忙吧？这次该你帮我了。
AID00132198	我承认，你是个很能干的合作伙伴。好吧，这次就便宜你了。不过你记得，一定要把舞台设置在观众席的下风口。
AID00132199	我们说点别的吧。
AID00132200	好的。
AID00132201	你都种什么？
AID00132202	什么都种。这儿的农民可没资格挑三拣四。我种的大部分是玉米和烟草。
AID00132203	NCR的士兵在这里干什么？
AID00132204	他们是受塞勒法案调遣来的。我们负责耕地，他们负责保护庄稼和水源。
AID00132205	来新维加斯的人会有不少在自由城或长街输得倾家荡产。饥饿和绝望会迫使他们前来偷取我们辛苦种下的庄稼。
AID00132206	虽然我很同情他们，可偷粮食毕竟对我没好处。我还有上缴的指标要完成。
AID00132207	为什么说一团浆糊？
AID00132208	土地贫瘠，水源稀缺。虽然我对此早有准备，可现在连定量配给都中断了。更糟的是NCR还不承认。
AID00132209	水量比原先计划的少了20%，很难满足作物的需求。而科工部一点也不关心。
AID00132210	塞勒法案是什么？
AID00132211	都是沙荫镇那帮政客想出来的。他们付钱给我们，让我们到这里开垦荒地。甚至还为我们提供保护。
AID00132212	你在这儿种田？
AID00132213	当然。我是因为塞勒法案才从哈勃城迁过来的。虽然种田是个不错的活计，可这地方根本就是一团浆糊。
AID00132214	再见。
AID00132215	再会。
AID00132216	特伦特·巴斯科姆说用来浇灌农田的水量不够。
AID00132217	科工部已经仔细计算过庄稼所需的水量了。它们完全是由计算机控制的。
AID00132218	而且，我看大部分的庄稼长势也还不错。如果那些农民干不好这活，那他们当初就不该接手。
AID00132219	就算真有问题，他们也该去找麦卡伦营地的博伊德中尉。种田的事不归我管。
AID00132220	关于这个地方，你知道些什么？
AID00132221	挺不错的吧？我敢肯定，在NCR领土外，你见不到这样的地方。
AID00132222	我们有水——纯净的水——从米德湖抽出来的。只要沿着这些大管道，你就可以走到湖边。
AID00132223	为什么田地里有守卫？
AID00132224	这里种的大片庄稼是要供应给该地区的几个NCR营地的——包括麦卡伦、高尔夫和飘零希望营地。
AID00132225	我们可不能让那些流民们进来白吃白拿。所以我的队伍就被派到这儿来维护治安了。
AID00132226	再见。
AID00132227	继续。
AID00132228	如果基恩走了会发生什么？
AID00132229	如果他走了，其他夜行族也可能会随他而去。如此一来，要找到解药就会变得更加困难。
AID00132230	更糟的是，如果基恩与夜行族为了寻找隐身小子而不惜在莫哈维掘地三尺，那一定有不少人会遭殃的。
AID00132231	大多数人类都分辨不出变种人之间的差别。他们很有可能会来找我们报仇。
AID00132232	为什么基恩想离开？
AID00132233	因为一个承诺。一个我不能信守的承诺。夜行族一直以来都饱受精神分裂的困扰。这都是他们过度使用隐身小子而产生的副作用。
AID00132234	夜行族很难被当作是正常人。他们戒不掉那种瘾。已经有好多人离开去寻找隐身小子了。
AID00132235	这样的处境相当痛苦。要么在这儿饱受煎熬，要么就沉浸在隐身小子中逐渐丧失心智。几乎没有别的选择。
AID00132236	基恩的身世是怎样的？
AID00132237	我在找怀特下士。我听说他曾经和你说过话。
AID00132238	是的。他说他正在调查缺水的问题，但至今没有回音。我有种预感，他很有可能已经被调走了。
AID00132239	怀特和我说了什么计算机控制还有通过管道定时供水之类的事情，但我只是一个农民。技术问题我一窍不通。
AID00132240	我最后一次看到他时，他正在和罗曼诺夫斯基中尉说话。罗曼诺夫斯基应该就在这农地里。抱歉，我也只能帮你到这里了。
AID00132241	你就不能少种点庄稼吗？
AID00132242	那样我就没法满足指标了，NCR会把我开除的。不，最好还是我自己找理由走人吧。
AID00132243	再见。
AID00132244	祝你好运。
AID00132245	现在你要怎么办？
AID00132246	我听说瑞丁镇外的双头牛农场正在招人，我想先去那里试试。虽然我讨厌双头牛。
AID00132247	我？我根本就不知道你在说什么。
AID00132248	你当然不知道。这一切不过是巧合，对吧？
AID00132249	<撒谎> NCR承认管道有问题，他们会妥善处理的。
AID00132250	果然被我猜到了。不知道为什么他们那么固执，就是不肯承认。
AID00132251	水被引向了西区，但我已经把这件事解决了。
AID00132252	西区啊？希望NCR能对这种偷窃行为采取行动。非常感谢，其他农民也会感激万分的。
AID00132253	可能你不缺粮食，但这些也能在市场上卖个好价钱。正如我说的，非常感谢你的帮助。
AID00132254	我们说点别的吧。
AID00132255	好的，请。
AID00132256	你和怀特有什么过节吗？
AID00132257	他就是个沽名钓誉之辈，整天就想着晋升游骑兵。他自以为很出色，比我们这些普通士兵高一等。
AID00132258	你没有怀特的其他消息了？
AID00132259	没见过他。如果NCR宣布他擅离职守，那也是活该。
AID00132260	我在找怀特下士。特伦特告诉我你曾经见过他。
AID00132261	怀特下士目前正在调查咱们水源紧缺的原因。他说他已经发现了证据，但我一点儿也不买他的账。
AID00132262	他之前去西区找汤姆·安德森了。安德森是天启追随者。他帮过西区的人种植庄稼。
AID00132263	我给你找来了一颗死亡爪的蛋。
AID00132264	恰好我就带着一颗死亡爪的蛋。给。
AID00132265	不敢相信，你居然还真搞到了一颗。等我一下，我要先按菜谱准备下食材，过一阵子你再来找我吧。
AID00132266	这附近有什么麻烦吗？
AID00132267	嗯，有死亡爪，当然，还有一群偷了我们炸药的炸药帮成员。
AID00132268	估计就是因为我们势单力薄又没钱，才没有人愿意搭理我们。不过我还是在床头放了一把武器，这儿的其他人也一样。
AID00132269	你从加利福尼亚来？
AID00132270	那是生我养我的地方。按我爷爷的说法，如今的加州比过去好得多了。
AID00132271	想在矿山或者农场找个工作非常容易，因为掠夺者已经几乎销声匿迹了。不过却多了税费啊，规章制度啊之类的东西。
AID00132272	NCR虽然让一切都变得井然有序，可就是太无聊了。所以，我就想到东部边境来看看。
AID00132273	你看起来不像是采石工人。
AID00132274	噢，我本来就不是。我要去新维加斯，路过这里。他们说好东西都在那儿，而且最棒的是，在那儿NCR管不着你。
AID00132275	我总归是要去那里的。咳咳…我听说，除非你身家万贯，否则连长街都进不去。
AID00132276	我们说点别的吧。
AID00132277	我看看你都卖些什么。
AID00132278	当然的。
AID00132279	我对这地方有几个问题。
AID00132280	当然。你想知道什么？
AID00132281	关于死亡爪煎蛋卷食谱……
AID00132282	嗯？
AID00132283	再见。
AID00132284	那好吧！
AID00132285	我们说点别的吧。
AID00132286	好吧。你想来点吃的或者喝的吗？
AID00132287	你拿什么东西来换死亡爪的蛋？
AID00132288	我没什么钱，不过我很乐意把食谱与你分享。
AID00132289	我在哪能找到死亡爪的蛋？
AID00132290	北边的采石场到处都是死亡爪，按理说那里肯定会有一两颗蛋。
AID00132291	当然啦，其他地方的死亡爪蛋也行。按萝丝姨婆的说法，那种东西能放很久。
AID00132292	你从哪搞到这个食谱的？
AID00132293	我的叔祖母萝丝以前曾在加利福尼亚一个叫摩多克的镇上经营过小旅馆。是她最先发明了这个食谱。
AID00132294	我不知道她是怎么抓到母死亡爪的，不过她的棚屋里确实关过一只。所以萝丝姨妈从来不缺做煎蛋卷的原材料。
AID00132295	后来，有个陌生人闯进了她的棚屋，搅黄了她的生意。那家伙一枪打爆了死亡爪的脑袋。
AID00132296	只要不是200年前生产的东西就行。
AID00132297	哈。说起来，你能相信有人还在吃那种东西吗？反正……
AID00132298	感觉尸鬼和超级变种人尝起来和双头牛肉排也差不多。
AID00132299	你是在逗我吧？怎么会有人……呃……算了。反正……
AID00132300	我拿到死亡爪煎蛋卷的食谱以后，就一直想动手尝试。问题是——很显然，我需要一颗死亡爪的蛋。
AID00132301	你为什么问这个？
AID00132302	我拿到死亡爪煎蛋卷的食谱以后，就一直想动手尝试。问题是——很显然，我需要一颗死亡爪的蛋。
AID00132303	我发现了，每个人吃起来都有独特的味道。
AID00132304	唔……嗯……好吧，反正我也觉得味道不是重点……
AID00132305	我拿到死亡爪煎蛋卷的食谱以后，就一直想动手尝试。问题是——很显然，我需要一颗死亡爪的蛋。
AID00132306	我把哺崽的死亡爪母兽和雄性死亡爪族长都干掉了。
AID00132307	如果换做其他人，我肯定会觉得他们要么醉了要么疯了，但从你的眼神来看——我相信你。
AID00132308	我可以付钱给你，但比起你的功绩，一点小钱实在太微不足道。我会通过民用无线电，向大家传颂你的事迹。
AID00132309	我干掉了雄性死亡爪首领。
AID00132310	你……你干掉他了？了不起——我还以为你要用大炮才能干掉他呢。
AID00132311	虽然不想扫你的兴，但哺崽的死亡爪母兽不死，这群怪物是不会散去的。她会另找一个配偶，继续下崽。
AID00132312	我干掉了哺崽的死亡爪母兽。
AID00132313	你……你干掉她了？了不起——我还以为你要用大炮才能干掉她呢。
AID00132314	虽然不想扫你的兴，但死亡爪首领不死，这群怪物是不会散去的，就算死亡爪母兽被干掉了也一样。
AID00132315	我治好了鼻涕虫的腿。
AID00132316	我注意到鼻涕虫一瘸一拐的，但没想到到问题这么严重。谢谢了——那头小畜生能帮着振奋人心。
