DOD00000001	Howdy-do. Nice weather today.
DOD00001556	Fuck off. Ask one of my crew, they'll tell you.
DOD00001557	They'll tell you that I'm Dalton, and I'm the big boss of a whole crew of bad motherfuckers, and I'll piss on your skull if you bother me.
DOD00001558	Who are you?
DOD00001559	I'm the big dog around these parts. But you already knew that, didn't you, sweetheart?
DOD00001560	You can play dumb if you'd like. You knew this was a raider hangout, and you walked in anyway. I know your type.
DOD00001561	Too coy to ask for it up front, so you wanna make a sport of it. Might be I'll keep you for myself, unless you want me to share you with my crew.
DOD00001562	Who are you?
DOD00001563	Whatever you want to call it, I don't much give a shit.
DOD00001564	We're just a bunch of guys that like to drink and fuck and smoke, and most of all, we like raking in the cash and breaking heads.
DOD00001565	Bet you want to join, huh? Too bad. Ain't hiring.
DOD00001566	So, what? You guys supposed to be a gang or something?
DOD00001567	Heh. Gee, I wonder what such an innocent girl like you could want with a gang, hmm?
DOD00001568	You're in luck, all my boys here enjoy a good lay, near as much as we like drinking, chems, and raking in the caps.
DOD00001569	Ain't looking for new hires, but if you wanna go ahead and handcuff yourself to the radiator, you'll fit right in all the same.
DOD00001570	So, what? You guys supposed to be a gang or something?
DOD00001571	I run with badasses, not weak pussies like you. Besides, something's wrong with you. I can see it hanging over you like a fucking cloud.
DOD00001572	Besides, I don't like your face. It makes me wanna do things to it.
DOD00001573	Yeah? Why wouldn't I be a good fit for you crew, huh?
DOD00001574	Whores already got a job, and it ain't gunslinging. Ain't that right?
DOD00001575	Yeah? Why wouldn't I be a good fit for you crew, huh?
DOD00001576	Just a hunch. You roll in here with that weak little bitch energy, I just get a feeling you're hoping to be more than what you really are.
DOD00001577	Keep acting the badass, whatever helps you sleep at night. Just don't go getting a swelled head, or I might just have to cut it off.
DOD00001578	What makes you think I'd ever want to join this shit gang you scraped together?
DOD00001579	Well gee, it might have something to do with the fact that you knew damn well what this place was, and you came inside anyway.
DOD00001580	Go ahead, keep acting like you're above it all. If you think my boys don't enjoy breaking in haughty bitches like you, you're dumber'n you look.
DOD00001581	What makes you think I'd ever want to join this shit gang you scraped together?
DOD00001582	Dalton. Let's see, last time he talked with me about getting a cut of my earnings, my family's earnings... How'd he say it...?
DOD00001583	"If you two bitches can't afford my protection, you could turn this place into a little bunny ranch. You two would be real popular with my boys."
DOD00001584	That give you some notion what kinda guy he is?
DOD00001585	What can you tell me about this Dalton guy?
DOD00001586	Oh, wow, deathclaws. That's scary. I'm scared, since you brought that up. Oh geez.
DOD00001587	Hey retard, deathclaws can't fit through the fucking doors.
DOD00001588	You guys aren't worried about the deathclaws hanging out near your little hideout?
DOD00001589	What the fuck about it? I don't give a rat's ass about fucking farming.
DOD00001590	It's... Call it an investment. Sorta. I ain't investing my cash, but I guess I'll invest the time to send one of my boys up to collect, sure.
DOD00001591	That uppity bitch running the place doesn't know how to run a business, I can tell you that.
DOD00001592	My original offer was I'd keep her place safe, all she'd have to do is let me and my crew play with her and her sister whenever we got the urge.
DOD00001593	And that dumb bitch decided she'd rather pay out of her own pocket than just accept some fun here and there. Idiot.
DOD00001594	What can you tell me about the Humboldt Farm?
DOD00001595	The uppity bitch running that place thinks she's better than us. I know she thinks she's better than you.
DOD00001596	She thinks she's too good to come down here, unlike you. Guess she can't trust herself around so many badass motherfuckers, eh?
DOD00001597	Whatever. Long as she keeps throwing money my way, I'll let her keep her little dirt farm. Fuck her.
DOD00001598	What can you tell me about the Humboldt Farm?
DOD00001599	The fuck...? You trying to muscle me out of my own fucking racket, you cocksucker?
DOD00001600	How about this, you miserable fuck? I ain't doing fuckall for you. The best you can do is convince me not to cave your fucking skull open.
DOD00001601	Well, you'd best either get to begging me for mercy, or begging Jesus to do something nice with your fucking piece-of-shit soul, you cocksucker.
DOD00001602	Tell your crew to stay the fuck away from Humboldt Ranch, or I'll kill you all myself.
DOD00001603	What the fuck... Are you out of your goddamn mind, you stupid fucking cunt?
DOD00001604	Do you have any fucking idea who I am? The things I'll fucking do to you for coming into my fucking house and disrespecting me?!
DOD00001605	My ma told me it ain't right for me to fucking eviscerate women, so I'm going to give you one chance, one fucking chance, to beg for mercy.
DOD00001606	Tell your crew to stay the fuck away from Humboldt Ranch, or I'll kill you all myself.
DOD00001607	I want this motherfucker's head on a fucking spike. Kill his ass!
DOD00001608	I've heard more than enough of you. Do the world a favor and die quietly.
DOD00001609	Nobody fucking talks to me like that, you uppity cunt. You抮e going to wish you were never born.
DOD00001610	I've heard more than enough of you. Do the world a favor and die quietly.
DOD00001611	The fu... Goddamn it, kill this asshole!
DOD00001612	You're saying a lot of words, but all I'm hearing is "micropenis". Weird.
DOD00001613	What the f- Do you have any idea who I am? Kill this bitch, goddamn it!
DOD00001614	You're saying a lot of words, but all I'm hearing is "micropenis". Weird.
DOD00001615	Jesus fucking Christ, get this goddamn lunatic away from me!
DOD00001616	Tough talk. Let's see if you keep it up as I saw you in half while you're still sucking air.
DOD00001617	What the fuck?! Somebody, get this fucking crazy bitch away from me!
DOD00001618	You talk about your dick too much. I think I'll take it away from you and shove it down your throat.
