FO300000001	.32 Pistol
FO300017290	It does, doesn't it? I mostly just deal with it after it's junked. But a trader gave me this RobCo processor widget. He said it's worth a fortune!
FO300017291	According to him, if it's connected to the mainframe in the RobCo factory, you could have access to all the robots you'd ever want!
FO300017292	Now that would be a great example of how to harness technology, wouldn't it?
FO300017293	Using old technology sounds interesting.
FO300017294	Landmines are one of the few dangers out there that you can profit from. Disarm one before it blows, and you can sell it for plenty of caps.
FO300017295	I've heard stories about a ghost town that's just full of mines. Traders just call the place "Minefield."
FO300017296	Sounds like the place for some fieldwork! Get in there, get back, and tell me all about it. And could you bring back a mine for my studies?
FO300017297	Let's hear more about the landmines.
FO300017298	Landmines are one of the few dangers out there that you can profit from. Disarm one before it blows, and you can sell it for plenty of caps.
FO300017299	I've heard stories about a ghost town that's just full of mines. Traders just call the place "Minefield."
FO300017300	Sounds like the place for some fieldwork! Get in there, get back, and tell me all about it. And could you bring back a mine for my studies?
FO300017301	Let's hear more about the landmines.
FO300017302	Well, I never get to study anyone who's severely injured. Not without them crying to be fixed right away or trying to bleed out and all that.
FO300017303	But obviously, you can handle a lot of abuse, so if I'm ever going to find a good example of human anatomy and injury resistance, it'd be you.
FO300017304	Next time you get badly injured, return here so I can examine you before I heal you up.
FO300017305	I mean, you're going to get yourself hurt anyway, right?
FO300017306	I'm going to hate myself for this, but what do you mean about handling injury?
FO300017307	Oh, that'd sure save me a lot of time. But I bet then it wouldn't have your name on it, now would it?
FO300017308	Books are where the old world kept its knowledge, and libraries are where it kept the books. And there's supposed to be one in Arlington.
FO300017309	See if it's still there, and if you can download records from its computer. Information dumps like those would be invaluable for rebuilding humanity!
FO300017310	I could check the library. Maybe someone's already written a book like yours.
FO300017311	Oh, that'd sure save me a lot of time. But I bet their book wouldn't have anything about exploding Mole Rats, would it?
FO300017312	Books are where the old world kept its knowledge, and libraries are where it kept the books. And there's supposed to be one in Arlington.
FO300017313	See if it's still there, and if you can download records from its computer. Information dumps like those would be invaluable for rebuilding humanity!
FO300017314	I could check the library. Maybe someone's already written a book like yours.
FO300017315	Actually, I'll have to wait a bit.
FO300017316	Well, I guess I can wait a little. I've got plenty of other projects to work on, after all.
FO300017317	But come back soon and help out. It's for an important cause!
FO300017318	You must drink from the basin if you wish to meet Him.
FO300017319	Drink of the sap from the basin, only then will He reveal Himself.
FO300017320	Please, drink the sap from the basin.
FO300017321	When you are ready, drink from the basin.
FO300017322	CG04SecurityBarks
FO300017323	You! This is your fault! You and your stupid father! He had to go and leave, didn’t he? He had to mess things up for everybody!
FO300017324	Guards! Guards, he’s over here!
FO300017325	Guards! Guards, she’s over here!
FO300017326	The doc’s stupid kid is over here! He’s trying to leave the Vault! Don’t let him get away!
FO300017327	The doc’s stupid kid is over here! She’s trying to leave the Vault! Don’t let her get away!
FO300017328	Guards!
FO300017329	Oh my God! Daddy!
FO300017330	Guards! Help!
FO300017331	He's here! Don't let him get away!
FO300017332	She's here! Don't let her get away!
FO300017333	Guards!
FO300017334	He's opening the Vault door! Get the Overseer! We need this door open now!
FO300017335	She's opening the Vault door! Get the Overseer! We need this door open now!
FO300017336	Watch it, sir! She's got a gun!
FO300017337	Look out, sir! It's the doc's kid!
FO300017338	There he is! Hold it right there!
FO300017339	There she is! Hold it right there!
FO300017340	Hold on, son! I just want to talk to you for a minute!
FO300017341	Hold on, missy! I just want to talk to you for a minute!
FO300017342	He's turning the power back on! To the control room!
FO300017343	She's turning the power back on! To the control room!
FO300017344	MS13HookThreaten
FO300017345	There's no need to flex. I was just playing with you. We know who you are. You can come in.
FO300017346	Oh, and, if you want, I have a mutually beneficial offer for you to think about.
FO300017347	Do you know who you're dealing with? Let me in. Now!
FO300017348	Relax. I was just playing with you. We know who you are. You can come in.
FO300017349	Oh, and, if you want, I have a mutually beneficial offer for you to think about.
FO300017350	Your pals over at the Lincoln Memorial seemed pretty happy with me.
FO300017351	Tell me more about these preferred targets you want me to enslave.
FO300017352	There's four that Eulogy wants especially. Arkansas, Susan Lancaster, Red, and Flak. Which of those assholes do you want to know about?
FO300017353	Which one do you want to know about?
FO300017354	Tell me more about this Mesmetron.
