OWB00000001	问好
OWB00001710	-它现在丢了！ 所有问题只能推导出这个结论！大山脉里的蓝色场将用力量保卫它...直到永久！-
OWB00001711	就是说... 这把枪能够破坏力场？
OWB00001712	是的。
OWB00001713	＠＠[=$+<_--*]?
OWB00001714	应该能.
OWB00001715	好吧. 不能. 至少现在不能.
OWB00001716	关于这个力场破坏装置，你们刚才是什么意思？
OWB00001717	真酷！ 它背面有个小型声波图谱耶！
OWB00001718	呃...谢谢.
OWB00001719	*瞄准的时候小心点. 这部设备最主要的用途并不是战斗. 它更适合对付力场一类的东西... 至少曾经是这样.*
OWB00001720	-力场抑制了我们的自由活动！ 向前也好，向后也好！-
OWB00001721	它们相当惹人厌烦.
OWB00001722	这台声波发射器经过专门的设计. 用来关闭大山脉内我们的安保力场. 以防我们中的某些人丢失了通行证. O博士.
OWB00001723	*就那么一次好吗，我知道你也丢过而且还偷用了我的实验室力场密钥，达拉，你这台前科记录仪！*
OWB00001724	O博士，你的评论倒带还给你！
OWB00001725	*你记录前科的磁带上能倒给你自己就更多了... 我很惊讶这些'磁带'在这么长时间里，被主人反反复复'观察'，记录的内容居然丝毫没有流失.*
OWB00001726	看在上帝的份上...别！吵！了！
OWB00001727	既然有，那赶紧把枪给我，我能让它发挥作用。
OWB00001728	既然你已经得到了枪，我不明白你还需要什么。
OWB00001729	难道真是智者的末日到了，无脑人的言谈中居然蕴含着比你这个"天才"更多的智慧.
OWB00001730	那么 - 既然有了声波...音波...投射不管什么的枪...以海森堡的名义，接下来到底要从X-8找什么东西？！ 有人知道吗？！
OWB00001731	我想我们需要一个新的音频以嵌入发射器. 它被设计成一次充能后能播放多种音波. 但我们不知道哪种频率适合它.
OWB00001732	-我们把它留在了X-8！ 正如X-8永远抛弃了我们一样！ 我悲伤的高中时光！ 我悲哀的青春期，我的青春！回不来了！-
OWB00001733	*哦，你没开玩笑吧，包若斯？ 您高中时可是老师最宠爱的棕毛小猎犬啊，专门把你讨厌的孩子举报成共产党的密探间谍.
OWB00001734	给！那个！无脑人！那台！发射器！给它加载音频效果功能了吗？
OWB00001735	*哦...这可不是什么好主意. 等等...*
OWB00001736	他这是要干嘛？
OWB00001737	*他大概准备来一发. 所以正给他的枪...预热.*
OWB00001738	*叮...火鸡烤好了.*( 射X)
OWB00001739	你去递给那只无脑人. 我是不会碰它的.
OWB00001740	*哦，我拒绝.*   (8很正常的进行调试,0完全把大家误导了)
OWB00001741	要是你们两对自己的技术需求如此羞怯的话，我去做好了. 先得稍稍做下超声波消毒...
OWB00001742	喔噢噢噢噢..完成，细菌死光光.
OWB00001743	拿着吧，我的小泰迪. 我彻底擦除了所有罗伯特终端代码的残渣. 现在又干净又闪亮，正等着你来'握'呦.
OWB00001744	*哦...克莱因博士...克莱因博士？ 能否容我打断一下.*
OWB00001745	又怎么了？ 无脑人在向我提问，O，我正试着忽略它. 同一时间里，我的处理器不能忽略你们俩.
OWB00001746	*那个...你知道咱们怎么才能让它找到声波发射器吗？ 其实就在我们手里. 真搞笑不是吗？*
OWB00001747	这是什么，一场高中科学节吗？！ 求求你聪明点，因为你我们看起来就像一帮乡巴佬！
OWB00001748	*你总对我大喊大叫！ 我的接收器再也受不了了 - 另外我也再也受不了了！*
OWB00001749	我吼你是因为你这个变质的标本总学不会把探针从我的声音模块音量旋钮上挪开！
OWB00001750	能帮我打开那些灯吗？
OWB00001751	我很想帮你，但抱歉我做不到. 那个研究项目的数据现在丢了. 要是你能找回来，我就能开启智能照明模式.
OWB00001752	当然！
OWB00001753	我才不像其他开关一样废物. 我可是很有能力的，马上就帮你打开.
OWB00001754	我还有些问题.
OWB00001755	没问题，我会尽我所能回答你.
OWB00001756	你有像另一个开关一样的特殊功能么？
OWB00001757	哼！你指那种针对大脑的... 光学催欲剂？
OWB00001758	我研究的项目意义深遥得多. 而且更加刺激.
OWB00001759	成果如何？
OWB00001760	我们观察到的现象很有趣：某些特定可见光光谱能提高人的认知能力与逻辑思维.
OWB00001761	说起来，莫比乌斯博士的脑能力太强了，搞得衡量工作非常困难呢.
OWB00001762	这貌似和另一个开关的功能没大区别.
OWB00001763	哦！你居然拿她和我比！我比她风趣多了！
OWB00001764	我不得不走了. 我们可以下次再聊.
OWB00001765	好的. 我等着你.
OWB00001766	你有什么功能？
OWB00001767	莫比乌斯博士跟我深入研究过照明水平对人认知能力的作用.
OWB00001768	你要我怎么说，我和她… 我只是轻轻碰了一下.
OWB00001769	你伤害了我的天才！
OWB00001770	镇定些，我与那个开关没有过任何越轨的事.
OWB00001771	好吧… 我相信你. 姑且相信…
OWB00001772	好了好了. 就当我没说过.
OWB00001773	我不清楚，但智能照明应该很有用.
OWB00001774	果然！你就是对她有意思，哼？ 噢, 你真让我难受！
OWB00001775	你俩位，呃，或许是你俩的思维回路，似乎有些合不来.
OWB00001776	那个荡妇啊. 总觉得自己高人一等，处理器大点有什么稀罕的. 噢噢，她烦死我了！
OWB00001777	我还有其他问题。
OWB00001778	没问题，甜心！
OWB00001779	能帮我打开那些灯吗？
OWB00001780	哦… 我当然愿意了，甜心，不过我缺少相关的程序. 那次实验的数据现在全丢了.
OWB00001781	你可能得下到那个讨厌的旧坑洞里去找备份资料.
OWB00001782	小事一桩！
OWB00001783	当然可以！我比那些荡妇厉害多了，不是吗？
OWB00001784	你发现了什么？
OWB00001785	噢！结果激动人心! 实验表明某些色调可爱的光能让你更健谈!
OWB00001786	我得走了。
OWB00001787	拜！
OWB00001788	旁边房间也有一个开关. 那个也归你管么？
OWB00001789	哦… 你说她啊. 相信我，亲爱的，你最好离那个冰雪皇后远点.
OWB00001790	你是谁？某种新型的会说话的开关？
OWB00001791	我是莫比乌斯博士的… 私人助理！我们共同研究关于… 呃… 哦，可恶，研究什么来着？
OWB00001792	想起来了！闪电！不，不是，我想想，唔… 照明. 没错. 确切说是照明灯与人的交互作用.
OWB00001793	我去料理那些脑子. 你呆在这儿 - 你不在我身体里更好.
OWB00001794	这种安排还蛮适合我的. 你试着尽量少往脑袋上招枪子儿，知道不？ 没准哪天我心血来潮还要回去小住呢.
OWB00001795	思想体反悔的话，我们就只能逼他们履行承诺了. 走吧.
OWB00001796	好吧，我想我也别无选择. 别了,祥和、舒缓滋润的大脑贮槽，头上的伤口和蝎子们，我又回来了.
OWB00001797	没错！ 等着瞧吧，思想体们！ 猛脑出槽咯！
OWB00001798	呃. 让我想想.
OWB00001799	哈！ 没脑子的人在思考. 这可真荒谬.
OWB00001800	我会让他们无法拒绝的. 来吧，脑子，扫荡时间到了！
OWB00001801	哦，我真高兴，终于到了肆无忌惮的暴力环节. 但说真的，这真是你的所谓的‘计划’？
OWB00001802	为什么？ 他们承诺如果我完成了他们的任务，就把咱们重连起来.
OWB00001803	所以你就相信他们了？ 你开玩笑吧？ 最近我是不能给你出谋划策没错，但是...你真信了？
OWB00001804	抓住我，他们就能设法越过雷达屏障，把整个莫哈维都当做游乐场.
OWB00001805	另外他们中的一人完全可能看上你的身体，最后把自己的大脑换进去.
OWB00001806	暂停，咱们以后再讨论.
OWB00001807	嘿. 记住我说的.这才是理智的做法.
OWB00001808	世界上值得光顾的东西太多，因此我可不想窝在这里浪费时间.
OWB00001809	啊，是的，你本性贪婪又邪恶. 我差点忘了. 所以呢，你想怎么做呢？
OWB00001810	拜托，咱们在废土上还有任务，必须要离开这里！
OWB00001811	腺体冲动又来了. 脑内啡的刺激真这么厉害？让你情不自禁做傻事？
OWB00001812	那要怎么样才能说服你？
OWB00001813	我希望找个不错的地方定居，像是清泉镇，在那儿我们也许不会再挨枪了，至少概率低多了。
OWB00001814	但这似乎是不可能的...你怎么想？
OWB00001815	我有给你选择的意思？ 跟我走.
OWB00001816	暴力手段很可爱，真的，只是它行不通.
OWB00001817	就算我愿意回到你颅骨里，处理那些链接失效的神经末梢，莫比乌斯博士这儿也缺少必须的工具啊.
OWB00001818	咱们得借用克莱因博士的实验室，但那些脑子愿不愿意还是个问题.
OWB00001819	算了. 我想聊点别的.
OWB00001820	你当然能，你很有才。
OWB00001821	这只是种可能，但你很在意，不是吗？
OWB00001822	我猜是的. 真精彩，你成功地吓到了贮槽中的脑子.
OWB00001823	为什么不. 我还计划每晚一杯蚁露鸡尾酒呢.
OWB00001824	你个怪物！神经错乱自寻死路的怪物！
OWB00001825	别惹我发火，脑子.
OWB00001826	是. 我会试着更尊重您的. 先生.
OWB00001827	是. 我会试着更尊重您的. 女士.
OWB00001828	算了，当我没说.
OWB00001829	嗯，我就是这么想的.
OWB00001830	你回来的话，我就去看电视. 看很多很多的节目.
OWB00001831	你...你不能！ 这样是不人道的！
OWB00001832	要是把你的罐子砸了. 你感觉如何？
OWB00001833	请便，如果作为一个纯无脑人渡过余生这事很吸引你的话.
OWB00001834	其实仔细想想，你大概不会介意这样，是吧？
OWB00001835	我们稍后再讨论这个问题.
OWB00001836	哦，好吧，我可以等. 我们可以谈很久很久，关于钻过旧世界的废墟，疯疯癫癫的复仇之旅. 还有...大毒蜂.
OWB00001837	是的没错，咱俩得重点谈谈它们.
OWB00001838	我不知道我让你这么痛苦.
OWB00001839	算了，只是下次我指出用黄油刀对付夜行族是坏主意时，你最好能同意.
OWB00001840	噢，得了吧，那多有趣啊！
OWB00001841	有趣？ 有趣？！ 你觉得破伤风有趣？ 嗯？ 那佝偻呢？ 败血症呢，你也喜欢它们？
OWB00001842	你总通过身体做些要命的事，当时如果你让鲁莽的腺体闭嘴，你就能听到我声嘶力竭的警告！
OWB00001843	你当然要为此负责！你是我的脑子！
OWB00001844	才不是呢！ 在我们短暂的合作中，我只负责提供理智与逻辑！
OWB00001845	所有那些...情感动机，就像催促你帮助他人的正义感，你知道它们来自哪里吗？
OWB00001846	所有那些...呃...情感动机，那些劝诱你伤害、摧毁、劫掠以及虐待他人的感觉，你知道它们来自哪里吗？
OWB00001847	所有那些...呃...情感动机，你知道它们来自哪里吗？
OWB00001848	腺体. 它们来自腺体. 我也是从你猿类般原始的内分泌系统的专政中解放以后才明白为什么你总做蠢事的.
OWB00001849	这太奇怪了. 我一会儿回来.
OWB00001850	除非我被卷入某种不太可能的火箭推进式运动，我还会在这儿呆着.
OWB00001851	酷耶！ 我居然在和自己的脑子说话！我的脊椎和心脏也和你一样吗？
OWB00001852	呃...唉，那些特定的器官没有神经元，所以不具交谈能力，懂吗？
OWB00001853	见鬼了，我的脑子怎么在莫比乌斯这儿？
OWB00001854	把我从你颅骨里取出以后，思想体就开始互相倾轧同室操戈. 真让人难过，他们完全把我忘了.
OWB00001855	莫比乌斯博士相机行事，把我带到了他的圆顶.
OWB00001856	你的声音为何如此... 阳刚？
OWB00001857	呃，这个，这件事啊...说来你可能会惊讶，整个禁区居然没有一个女声语音调幅器.
OWB00001858	你也知道，脑维生贮槽这类东西得来不易. 我只能尽量利用这一切.
