TIH00000001	Chess Bobblehead
TIH00001620	Alright, I'll help you.
TIH00001621	Thank you for this. We can talk money later. Right now the pressing issue is the site for the rehab center.
TIH00001622	It's an old building south of the Thorn. I've done some checking, and neither Westside, the NCR, or anyone else has a stake in it.
TIH00001623	From what I hear, even the Fiends won't go inside. When I heard that, it got me wondering. It could be tribal superstition... or something else.
TIH00001624	So, when you get a chance, please scout out the property and see what's behind those rumors. It's probably nothing, but I just want to be certain.
TIH00001625	Good luck, and thank you.
TIH00001626	Why should I help the Fiends? It seems counter-intuitive.
TIH00001627	That's been the gut reaction of a lot of people, including some of the Followers. However, when you stop to think about it, this makes sense.
TIH00001628	Let me put all my cards on the table - I used to be a Fiend. I got caught up in it at a young age, and it almost killed me.
TIH00001629	When the Followers found me, I was beaten, broken, and strung-out. They pulled me from the brink, got me on track. Then they gave me an education.
TIH00001630	I won't make excuses for the Fiends' actions, but they're still human - most of them. The majority are just in it for drugs and the camaraderie.
TIH00001631	I believe we can save most of them with treatment. For every Fiend we rehabilitate, we save countless bystanders who would've been victims.
TIH00001632	The Fiends are a disease. The only treatment is lead.
TIH00001633	That's...  I thought you were different, but you're just another dumb drifter. New Vegas is better off without cunts like you.
TIH00001634	Why do you want my help?
TIH00001635	We saw how you handled the Syndicate. That's no everyday occurence. A lot of people are better off because of what you did.
TIH00001636	You've got guts... and money. We need both to get this thing off the ground.
TIH00001637	I'm not going to help you. End of story.
TIH00001638	You don't get it, do you? We could've helped these people, healed them. All you know how to do is hurt them. Fuck you.
TIH00001639	aaInheritancePost07CadyIntro01
TIH00001640	I hope the rats weren't too much for you.
TIH00001641	Probably not much different than taking down the Syndicate, though.
TIH00001642	Who are you?
TIH00001643	Name's Cady. I'm with the Rangers, on my first tour here in Vegas. Hell of a place, I must admit.
TIH00001644	Out of my way, shitkicker.
TIH00001645	Slow down, rat king. I've got some business with you.
TIH00001646	Slow down, rat queen. I've got some business with you.
TIH00001647	What do you want?
TIH00001648	My job here is simple. Kill as many Fiends as possible, through any means necessary. It's a special assignment, given to me after my work up north.
TIH00001649	See, I got a reputation for hunting and killing raiders through unconventional methods. Some are hung up on shooting them, but dead is dead.
TIH00001650	Take the 80's, for example. Bunch of bloody heathens, spread all over. I took down one of their camps by poisoning their water supply.
TIH00001651	That brings me to our business. I see that you're helping the Followers set this clinic up. That's good, real good. Westside could use it.
TIH00001652	As for the Fiends, I have other plans. I've got a pal over in OSI who can hook me up with some "altered" Fixer and Jet. The kind used in rehab.
TIH00001653	I want to make sure this clinic uses my supplier, and that a doctor of our choosing is put in charge. Then we'll give the Fiends their medicine.
TIH00001654	<Remain Silent>
TIH00001655	What about Grant? He wants to run the clinic.
TIH00001656	Grant? That hippie thinks he can magically cure the Fiends and rescue Westside with peace and love. Bleeding heart dumbass.
TIH00001657	What he doesn't understand is that Westside won't forgive or forget, and most of those Fiends can't be saved, no matter what you do.
TIH00001658	They're a bunch of rabid puppies, drooling and biting, foaming out of their asses. The only cure is to stomp their little puppy skulls.
TIH00001659	If it means taking out Fiends, you can count me in.
TIH00001660	Good. Just keep on going with Grant's plan, getting this place set up. Once the clinic is open, look me up at McCarran. We'll go from there.
TIH00001661	I'm not interested in your plan.
TIH00001662	Alright, just sleep on it. You think long and hard about what those Fiends have done to people around here, then give me answer.
TIH00001663	Once the clinic is open and you come back to your senses, look me up at McCarran. We'll go from there.
TIH00001664	This plan seems to run counter to the principles of the NCR, not to mention the Followers.
TIH00001665	What? As opposed to let them run amuck? Fiends murder, rape, and rampage all over, and you want to talk about principles?
TIH00001666	If any of those pacifist douchebags in the Followers feel so strongly about saving the Fiends, let them take a mission trip to Vault 3.
TIH00001667	No, they're nice and cozy in their little fort, curing the clap and handing out suppositories.
TIH00001668	What do I get for going along with your plan?
TIH00001669	Well, besides the appreciation of the New California Republic...
TIH00001670	I believe some payment would be in order, and maybe even an item or two you can't get anywhere else, courtesy of the Rangers.
TIH00001671	Is there any reason you're so cynical? It seems like the clinic would save a few Fiends.
TIH00001672	A few? Maybe. But what happens for these few afterwards? Are they welcomed back into society with open arms?
TIH00001673	What do you think will happen when some shopkeeper in Westside sees the asshole who robbed him last year? Or notices his wife's killer? Shit.
TIH00001674	Imagine taking the average Fiend... clean him up and throw him in society. He'd be a walking clusterfuck. You just can't change human nature.
TIH00001675	I'll think about it.
TIH00001676	Ok. All I ask is that you keep this to yourself, but continue with Grant's plan for the time being, if only for appearances.
TIH00001677	Once the clinic is open, look me up at McCarran if you change your mind. We'll go from there.
TIH00001678	The building had a rat problem, but I took care of it.
TIH00001679	Rats? Those filthy creatures trigger my gag reflex for some reason. Thanks for purging them.
TIH00001680	But with that building secured, we can get to the real issue: funding. Specifically, 5,000 caps to get this off the ground. Are you still with me?
TIH00001681	You're doing a wonderful thing for the Followers, for this community. I'll begin the preparations immediately.
TIH00001682	In the meantime, you should round up our first set of patients. I know of a Fiend hideout south of Westside, where a group is holed up.
TIH00001683	Check them out, and see if you can convince them to submit to treatment. Oh, and try to avoid killing them, alright?
TIH00001684	Here are the caps to fund the clinic. <Pay 5,000 caps>
TIH00001685	That's perfectly understandable. Just speak with me when you get the cash together, and we'll go from there.
TIH00001686	I don't have 5,000 caps with me.
TIH00001687	aaInheritancePost07GrantDontHaveCaps
TIH00001688	I ran into a guy named Cady. He wants to use the clinic as a means to poison the Fiends.
TIH00001689	Cady? That butcher is here? Jesus, I heard about what he did up north, killing groups of the 80's, even women and children. He's a monster.
TIH00001690	I knew the NCR wouldn't leave us alone. Damn them to hell for this. We'll have to find some way to deal with him. I need to think on this.
TIH00001691	In the meantime, we'll continue as planned. Do you have the caps together?
TIH00001692	aaInheritancePost07BuckyIntro01
TIH00001693	Al, you better have some Jet for us...
TIH00001694	Where's Al? Who the fuck are you?
TIH00001695	Rehab? You mean like quitting drugs?
TIH00001696	That... that's a good one. Are you fucking high? You walk into a Fiend den and tell them to get clean? Sure, right after we get back from church.
TIH00001697	Now get the fuck out of here before the joke gets old. Fucking nutjob.
TIH00001698	The Followers are opening a rehab clinic for Fiends. I want all of you to check yourselves in.
TIH00001699	Oh, you're... special. I think you're in the wrong place. Can you even understand me?
TIH00001700	Gaunt say you Friends. Want you to kick add dicks son.
TIH00001701	I'm here to cure your addiction. You're taking twelve steps straight to hell! <Attack>
TIH00001702	Fuck you, psycho!
TIH00001703	aaInheritancePost07BuckyMedicine
TIH00001704	Are you fucking with me, doc?
TIH00001705	I just wanted to get high, you know? I didn't think about it. None of us did. I'll get checked out, alright?
TIH00001706	Rotting teeth, boils, paranoia... the Jet is showing. Keep it up and you'll be dead within the year.
