AAD00100001	问好
AAD00104710	还算知道些东西吧。四年前第一次胡佛水坝战役打响时，我就驻扎在它附近。我亲眼目睹了许多战况。
AAD00104711	你是谁？
AAD00104712	我没空和你这样的平民废话。
AAD00104713	别把我算进去。
AAD00104714	太遗憾了。如果你改变了主意。就告诉我。还有什么事吗？ ?
AAD00104715	我找到了圣詹姆斯和德莫特屋里的所有证据，拿好。
AAD00104716	让我看看……一只玩具熊。是的，这只熊是属于那个小女孩的，这是与失踪者相关的直接证据。
AAD00104717	还有这个账本，我认得这些名字。尼法和库克都是恶魔帮的大佬。德莫特和圣詹姆斯肯定是和他们狼狈为奸。
AAD00104718	多谢你的帮助，我一定会让那些狗杂种不得好死。给，这是你应得的。
AAD00104719	我进去看看，也许会有什么办法。
AAD00104720	真让我喜出望外。我会帮你断后，守着这条路的。祝你好运。
AAD00104721	
AAD00104722	谢谢你，莫尔上校。也谢谢你们，加州的同胞们，感谢你们响应共和国的召唤，千里迢迢来到这里。
AAD00104723	一些家乡的人民问我，“我们到底是要保护谁？内华达对我们到底有什么意义？” ?"
AAD00104724	好了，我们赶紧走吧。你们等什么呢？想让我吃枪子吗？快走吧！ !
AAD00104725	你肯定去过苦泉。当时发生什么事了？
AAD00104726	那段日子对我来说早就结束了。我们的这次谈话也该结束了。
AAD00104727	对她来说，死了总比当军团的奴隶要好。
AAD00104728	是啊，他们对待女人的方式……比死还可怕。我别无选择。
AAD00104729	感觉就像是……眼睁睁地看着事情发生，却无力阻止。
AAD00104730	我到了城堡后会怎样？
AAD00104731	你将会受到伟大的凯撒的接见，他是军团的缔造者，86个部族的征服者。
AAD00104732	据我所知，这是凯撒第一次召见你这样的浪荡之辈。更何况你还是个女人。
AAD00104733	这是什么地方？
AAD00104734	多亏你的帮忙，我觉得苦泉又有希望了。我能报答你的不多，但请记住，NCR真的十分感激你。
AAD00104735	现在营地里的情况好点没？
AAD00104736	吉勒斯上尉派我来问你关于营地医疗物资的事情。
AAD00104737	嘿，只要能派上用场，什么都行。医疗包就不错，但我真正需要的是医疗书籍。
AAD00104738	毕竟抚平心理创伤不是我的强项。此外，营地里还有不少孩子。
AAD00104739	我需要的是医疗方面的书籍——主要是关于心理学和儿科的。
AAD00104740	你之前说需要什么医疗用品来着？
AAD00104741	我真正需要的是心理学方面的书籍。只要是能治疗心理创伤的就行。
AAD00104742	你之前说需要什么医疗用品来着？
AAD00104743	我特别需要儿科方面的医疗书籍。我们这里有许多生病受伤的孩子。
AAD00104744	你之前说需要什么医疗用品来着？
AAD00104745	虽然医疗包对我们很有帮助，但我还是需要医疗书籍。
AAD00104746	毕竟抚平心理创伤不是我的强项。此外，营地里还有不少孩子。
AAD00104747	你之前说需要什么医疗用品来着？
AAD00104748	我找到了一本你要的书。
AAD00104749	两种都有吗？太好了！谢谢你！
AAD00104750	我找到你要的书了。
AAD00104751	这太棒了！谢谢你。这些东西肯定会对我们大有帮助的。
AAD00104752	这正是我想要找的书，谢谢你。
AAD00104753	我又找着一本。
AAD00104754	我这位朋友也是名医生，或许他能在这方面给你做些培训。
AAD00104755	是吗? 嘿，当然，那简直太棒了！
AAD00104756	我会去留心儿科和精神医学方面的书籍的。
AAD00104757	谢谢你。任何帮助都是雪中送炭。
AAD00104758	医学课本？你不是一名医生吗？
AAD00104759	我是一名战地医生。枪伤，弹片伤，战壕脚，这些我能治好，没问题。.
AAD00104760	但是这些——孩子们、精神损伤以及其它的一切——已经超过了我的能力范围。
AAD00104761	我在一个山洞里找到了这些补给品，没准能派上用场。
AAD00104762	你这是从哪儿搞到的？算了，这不重要，谢谢你。帮了我一个大忙。
AAD00104763	我在一些山洞里找到这些补给品，没准能派上用场。
AAD00104764	枪械。
AAD00104765	哪种枪械？
AAD00104766	护甲。
AAD00104767	什么样的护甲？
AAD00104768	你会经常想起苦泉吗？
AAD00104769	没错。经常。连睡觉的时候都想。
AAD00104770	你为什么还待在这种地方？
AAD00104771	不知道，我就是喜欢这儿。你他妈觉得是为什么，傻逼？
AAD00104772	二等奖的奖品是我虽然保住了性命，但却要被铁锤砸断腿。我他妈的瘸了，你看明白了吗？
AAD00104773	你是怎么活下来的？
AAD00104774	运气好才活下来的！我他妈的就是走运而已！
AAD00104775	在你眼前站着的可是本镇彩票的二等奖得主！斯瓦尼克那个傻逼拿了头奖，结果就被放走了！
AAD00104776	这小镇上出了什么事？
AAD00104777	军团攻进来了。你觉得他妈的出了什么事？
AAD00104778	你抽中的是什么奖？
AAD00104779	什么奖？是大奖啊，大奖！你是不是傻啊？
AAD00104780	我抽中的可是真正的大奖！老天，你闻闻这空气的味道！
AAD00104781	你还好吗？
AAD00104782	你他妈在逗我呢？好？就他妈没这么好过！
AAD00104783	苦泉的吉勒斯上尉需要援助。你能增援吗？
AAD00104784	看在你把那群自由散漫的后进生调教得服服帖帖的份上，好，我就拨点人手给苦泉吧。我会下命令的。
AAD00104785	我们可以在狼尾山脊过夜。
AAD00104786	我们先上去吧，嗯？
AAD00104787	也行。
AAD00104788	好吧。我们不会待很久的。
AAD00104789	规矩是什么？
AAD00104790	规矩很简单。我会放出手下的动物相互搏杀。你可以选边下注，胜者拿走双倍的赌注。
AAD00104791	不过，如果你愿意亲自下场以身试险，也可以得到更多的好处。每赢一场，我都会给你一大笔分红。
AAD00104792	我不会容忍任何人干预场内的角斗。胆敢冒犯我，我一定会让你血溅当场。至于其它的，都无所谓。
AAD00104793	我还有其他问题要问你。
AAD00104794	我在听。
AAD00104795	我想在荆棘街战斗。
AAD00104796	我要和蜥蜴对战。
AAD00104797	要当心，这些将会是你遇到过最棘手的蜥蜴。
AAD00104798	你能对付多少个呢，陌生人？
AAD00104799	我要和猎蜂对战。
AAD00104800	我手下的致命猎蜂将会考验你的极限。
AAD00104801	你能对付多少个呢，陌生人？
AAD00104802	我要和辐射蝎对战。
AAD00104803	让我们看看你有什么。
AAD00104804	你能对付多少个呢，陌生人？
AAD00104805	我要和巨型螳螂对战。
AAD00104806	那就检验一下你的成色吧。
AAD00104807	你能对付多少个呢，陌生人？
AAD00104808	你怎么训练这些生物的？
AAD00104809	就算你信任你，陌生人，我也不会因为你长得漂亮就和你分享我的秘密。.
AAD00104810	荆棘街是个圣地，是令人敬畏的场所。只有在这里，我们才能掌控自然之力。
AAD00104811	这群野兽被它们的天性和嗜血的渴望所支配。其他人问我，我都是这么回答的，对你也一样。
AAD00104812	下一场战斗是什么安排？
AAD00104813	致命的夜行兽马上将上场角斗。.
AAD00104814	10毫米冲锋枪子弹 [30狗牌]。
AAD00104815	拿着。
AAD00104816	强化皮甲[20狗牌]。
AAD00104817	这套应该合身。
AAD00104818	皮甲[15狗牌]。
AAD00104819	这套应该合身。
AAD00104820	激光步枪[50狗牌]。
AAD00104821	拿着。
AAD00104822	激光手枪[25狗牌]。
AAD00104823	拿着。
AAD00104824	9毫米冲锋枪子弹 [20狗牌]。
AAD00104825	拿着。
AAD00104826	手雷 [3狗牌]。].
AAD00104827	用这玩意要当心。
AAD00104828	炸药 [3狗牌]。
AAD00104829	用这玩意要当心。
AAD00104830	我能处理好的，没问题。
AAD00104831	好的，在外面小心点。
AAD00104832	我怎样才能帮忙？
AAD00104833	嗯。
AAD00104834	我觉得你可以把水引到发电机组的涡轮里去。这样就能像压汉堡一样将他们碾碎。
AAD00104835	操控输水管道的计算机就在前面，不过你也许需要到外面去手动转开阀门。那个系统已经有段时间没使用了。
AAD00104836	我答应你了。
AAD00104837	谢谢。我会乖乖等着他们来逮捕我的。
AAD00104838	赫克托把一切都告诉我了。
AAD00104839	看来我也没必要继续否认了。为了保护西区的独立，我杀掉了怀特中士。这么做太过鲁莽，我现在后悔了。
AAD00104840	我们没有钱来支付水费，所以我时常会用些不正当的手段将泵站里的水引到本地的蓄水池里。
AAD00104841	和我说说合作社的事。
AAD00104842	合作社由西区本地人组建，负责人是克莱顿·埃迪尼。他们自己生产粮食，合作社的经营利润也由众人平分。
AAD00104843	你知道他是怎么从NCR出来的吗？
AAD00104844	有几个"夜行小子"——就是会潜行的那一类变种人，随你怎么叫吧——溜进去把他救了出来。
AAD00104845	我记得那伙人的头领好像叫什么"塔比瑟"。我只知道这么多。
AAD00104846	你认不认识那个城里出现的超级变种人？
AAD00104847	合作社有什么好的？
AAD00104848	粮食，取之于民用之于民。任何人都可以购买，赚取的利润平分给全体种粮者。
AAD00104849	当地人开的几个小花园经营得还不错。应该说是好得不得了。我估计埃迪尼从安德森那孩子那里得到了一些帮助。
AAD00104850	无论如何，我们不想过度依赖商人。而且这样一来，军队也就可以充分利用他们自己种植在东边的粮食了。对我们两边都有利。
AAD00104851	你能告诉我西区的情况吗？
AAD00104852	哎呀，这里的情况可不大好，不过我遇到过更糟的。恶魔帮就盘踞在我们的南边，这可不是好事。
AAD00104853	毒蝎帮大多时间都待在蒙特卡罗，其他时候，他们要么在贩毒，要么在给恶魔帮送人头。
AAD00104854	这儿唯一能看的地方也许就只有埃迪尼先生经营的合作社了。我想他是得到了天启追随者的一些帮助。
AAD00104855	< 眨眼. >
AAD00104856	啊。我一时没认出你，不过我可没想过——算了，忘了吧，没事。
AAD00104857	大家都是女孩子，别见外嘛。就不能给我开个好价钱么？
AAD00104858	是啊，说的没错。那就为你开个价吧，只为你哦，五十瓶盖。别告诉其他人。
AAD00104859	< 口才35 >
AAD00104860	[成功] 嗯……我想你也应该不是那种人。好啊——如果你能让我舒服，我也会让你舒服的。
AAD00104861	如果不安全的话我还推荐吗？我看起来像是会伤害你的人吗？ ?
AAD00104862	<口才 - 玩家告诉百夫长那个女孩患有无法治愈的传染病>
AAD00104863	[失败] 我想我的拉丁语应该比你好。我已经检查过了所有的俘虏，他们没有什么"齿状病变。."
AAD00104864	可这个女孩明明生病了啊。症状很明显，呃……阴道齿状病变？
AAD00104865	我已经为你们三个付了赎金。你们可以离开了。
AAD00104866	谢、谢谢！我不知道该怎么报答你，不过等我们安顿下来，我们一定会想办法的。
AAD00104867	我找回泰迪中士了。只是他有点破破烂烂的。
AAD00104868	没什么，我会补好他的！能给我了吗？
AAD00104869	再见。
AAD00104870	给你100个瓶盖。
AAD00104871	我想再选一次对手。
AAD00104872	猎蜂在红方。
AAD00104873	多少只？
AAD00104874	我要和夜行兽战斗。
AAD00104875	准备好，这些夜行兽已经很久没有尝过血的味道了。
AAD00104876	你能搞定几个呢，陌生人？
AAD00104877	我要和巨型辐射蝎对战。
AAD00104878	巨型辐射蝎可是致命的对手。
AAD00104879	你能搞定几个？
