AAD00100001	GREETING
AAD00105693	What could we bring to him that would change his mind?
AAD00105694	I don't know. I don't know. We'd need something that shows the Brotherhood will fail. Or that it can do better a different way.
AAD00105695	The only thing that'd get his attention is technology.
AAD00105696	Huh. Maybe Father Elijah had the right idea.
AAD00105697	What is it?
AAD00105698	The Brotherhood is failing. I've always known that. If we don't change course, we're going to fall apart or... fade away.
AAD00105699	But until recently I haven't understood where we went wrong, or how to fix it.
AAD00105700	I think I need to go home.
AAD00105701	How goes your research for the Nightkin cure?
AAD00105702	Promising, but I won't be able to synthesize the drug anytime soon. I really should get back to my work.
AAD00105703	I'm wounded.
AAD00105704	Your injuries aren't too severe. I can patch the scrapes and lacerations pretty easily.
AAD00105705	Some of these lacerations are pretty severe and could get infected.
AAD00105706	I'm surprised you're still standing. You've lost a lot of blood and should be stabilized immediately.
AAD00105707	I want to be more intelligent.
AAD00105708	Your higher brain functions are off the charts.
AAD00105709	For 4,000 caps, I can install a Logic Co-Processor.
AAD00105710	I think you would really benefit from the Logic Co-Processor implant, so I'm going to cut the price to 3,000.
AAD00105711	What's your story?
AAD00105712	Well, I've lived in Nevada all my life. Started out in New Reno, but headed down here as soon as I got the chance.
AAD00105713	If you can believe it, things are even worse back home. The whole city's still run by crime families. Used to be the Mordinos and Wrights.
AAD00105714	Now it's the Wrights and Van Graffs. Seems like things never got better. Anyway, that's all behind me now.
AAD00105715	I'm here for my "special" order.
AAD00105716	Yeah, it just came in. Here's all of it.
AAD00105717	I'm here to talk to you about our new "business" arrangement.
AAD00105718	Oh... that. Yeah. Anderson filled me in on the details. Just let me know when you'd like your... order to be filled.
AAD00105719	Goodbye.
AAD00105720	See you later.
AAD00105721	Who do you sell to?
AAD00105722	We make regular shipments to a lot of settlements around the Mojave - a lot of our business comes from the Fiends lately.
AAD00105723	Personally, I think they're kind of creepy, but Papa likes the fact they get all hopped up on Psycho and harass the NCR patrols.
AAD00105724	What alliance?
AAD00105725	Papa Khan has been talking to Caesar's emissary for weeks now - they're always going on about crushing the NCR.
AAD00105726	Papa's announced that if Caesar goes to war against the NCR, the Khans will go with him.
AAD00105727	Tell me a little about the Great Khans.
AAD00105728	I'll spare you the history lesson - talk to Papa Khan if you want to hear that story.
AAD00105729	Things have been rough for a while now, even with Jack working all the time and my runners making deliveries daily we're barely getting by.
AAD00105730	Maybe this alliance with Caesar will help, but I don't know.
AAD00105731	What did you mean about Papa's hatred poisoning his mind?
AAD00105732	Nothing, forget about it. I shouldn't be talking about this with an outsider.
AAD00105733	I probably shouldn't be saying anything, but it seems Papa's been making decisions based more on his desire for revenge than what's good for the tribe.
AAD00105734	This alliance with Caesar, for one thing - I have my doubts about it.
AAD00105735	<Lie> I'm not sure what happened to it.
AAD00105736	Are you a child? The Platinum Chip was taken from you, obviously.
AAD00105737	The Legion took it from me at the Fort.
AAD00105738	So what are you doing here? Return to the Fort at once.
AAD00105739	Recover the Platinum Chip. Once you've entered the bunker hidden beneath the weather station, you'll receive further instructions.
AAD00105740	This is your home, and these are your friends. You should stay.
AAD00105741	They may be a bunch of wooden conformists, but anything I did without them would feel... empty.
AAD00105742	I'd always be reminded of this day. How I wasn't strong enough to stand by them.
AAD00105743	So, I guess I'll stay. Won't be easy, but at least I won't feel guilty about the choice.
AAD00105744	I want to buy an implant.
AAD00105745	One other thing I forgot to mention - your body may be able to handle only a limited number of implants.
AAD00105746	The healthier you are, the more implants I'll be able to give you. Now, what surgery are you considering?
AAD00105747	All right, let me do a quick test to make sure your body can handle another implant...
AAD00105748	I'm afraid you can't handle any more implants right now. Your body isn't durable enough to take it. Sorry.
AAD00105749	I'm giving leadership to you. I want you to take the tribe north, and find yourselves a new life.
AAD00105750	Very well. If that's what you want, that's what we'll do.
AAD00105751	I'll start the preparations and we'll leave when the NCR is distracted by Caesar's attack.
AAD00105752	The Followers have agreed to take you on as a member. Head to the Old Mormon Fort.
AAD00105753	They did? That's great! Thank you! I'm out of this crummy camp!
AAD00105754	I met a kid who's unsatisfied with life in the Great Khans. Will you take him on as a Follower?
AAD00105755	We're always looking for new members. Does he have any particular talent?
AAD00105756	Nope, I'm getting out of here.
AAD00105757	Look, I'm not leaving this place until I have what I came for. I'll be in the storage basement if you change your mind.
AAD00105758	I don't have the caps right now.
AAD00105759	No need to apologize.
AAD00105760	Here's 500 caps.
AAD00105761	Very much appreciated. These caps will go towards funding schools and other services to the poorer part of the community.
AAD00105762	Tell me about the clinic.
AAD00105763	Can you make me luckier?
AAD00105764	Huh. I've never seen a coin toss go someone's way that many times. You certainly don't need the help of a Probability Calculator implant.
AAD00105765	In fact, you ought to be on the Strip cleaning out the casinos.
AAD00105766	I have the Gun Runner holotape.
AAD00105767	The Gun Runners detected an intruder roaming around, so they'll likely be aware of the theft soon enough.
AAD00105768	This unfortunate circumstance will prevent us from immediately using their blueprints to manufacture weapons. A pity.
AAD00105769	The Crimson Caravan Company no longer has to worry about Henry Jamison.
AAD00105770	Yes, but at significant cost. I understand you not only agreed that the company pay off his gambling debts, but he also gets severance.
AAD00105771	I'm disappointed with this outcome, but what's done is done. At least we're rid of Henry.
AAD00105772	What other work do you have available?
AAD00105773	As much as I like to handle matters personally, I can't be everywhere at once.
AAD00105774	There is a negotiation with a smaller trading outfit that I'd like resolved as quickly as possible.
AAD00105775	There's also the matter of Henry Jamison, an employee whose services I'd rather do without. His family connections make it difficult, however.
AAD00105776	And finally, I need someone to "acquire" the Gun Runners' manufacturing specifications. This job needs to be quiet - no alarms, no deaths.
AAD00105777	I'm looking for work.
AAD00105778	I'm afraid we have no current openings for caravanners or guards, but I am in need of a runner.
AAD00105779	I'm here to talk about ending your employment with the Crimson Caravan Company.
AAD00105780	Fuck, no. No matter what that old bitch McLafferty says, my dad said I could be in charge of the New Vegas branch.
AAD00105781	Besides, I got into a little money trouble with the Omertas. If I quit the Crimson Caravan, how am I supposed to get the money to gamble?
AAD00105782	I need to be reminded about a job you wanted me to do.
AAD00105783	Very well. What job did you need more information on?
AAD00105784	CaptainParkerArrest
AAD00105785	Keith! In the name of the NCR, I'm placing you under arrest for illicit gambling and the sale of unlicensed chems.
AAD00105786	Keith! In the name of the NCR, I'm placing you under arrest for the sale of unlicensed chems.
AAD00105787	Keith! In the name of the NCR, I'm placing you under arrest for illicit gambling.
AAD00105788	Come quietly now, I don't want to have to hurt you.
AAD00105789	You son of a bitch!
AAD00105790	Do you have enough scrap metal yet?
AAD00105791	It looks like that last bit you brought me was enough to fill the quota.
AAD00105792	Here are the caps I promised you. Make sure to let Contreras know the extra guns and ammo will be in the next shipment.
AAD00105793	Maybe I could help you out with those supplies.
AAD00105794	Well, I guess so. Look. We just need metal, and lots of it.
AAD00105795	We can handle the weapons, we just need extra scrap to melt down for the bullets.
AAD00105796	I'll give you some caps for each piece of metal you can bring me. Anything like scrap, cans, or any basic junk made of metal will do.
AAD00105797	I'll need at least 100 pieces to have enough for the bullets. I'll cash in whatever you've got until we have enough. Good luck.
