TIH00000001	恰斯摇头娃娃
TIH00001606	<信使盯着你>
TIH00001607	<盯着信使>
TIH00001608	<信使眨了眨眼并开始发抖>
TIH00001609	
TIH00001610	<信使眨眼了，然后做了一个下流的手势>
TIH00001611	<盯着信使>
TIH00001612	我因信件而来。
TIH00001613	啊，是你！我只不过...我猜想过你的不同之处，你知道吗？我很高兴你决定跟我见面。
TIH00001614	信里只是大致的说了一下我想要做的事情，我会跟你说说具体的内容。
TIH00001615	随着辛迪加的覆灭，恶魔帮现在完全依靠着大汗帮供给的药品，这意味着不平衡的供给和哄抬物价。
TIH00001616	这有着双重的影响：一些恶魔帮将会为了他们的嗜好变得更加激进，而其他的...想要戒毒。
TIH00001617	我想要做的事情...需要你的帮助...我要建立一个临近西区的诊所，专门为恶魔帮提供康复服务。
TIH00001618	我们还会为西区的居民提供药品，并将诊所作为恶魔帮融入社会的中转站。
TIH00001619	随着时间的推移，我相信我们能够削减恶魔帮的数量。显然，这不足以负担开销。这就需要你的帮助了。
TIH00001620	好吧，我会帮助你的。
TIH00001621	感谢你这么做。我们稍后谈谈钱的事。现在最要紧的是康复中心的地点问题。
TIH00001622	荆棘城的南边有个废弃的建筑。我注意了一下，既没有西区居民也没有NCR的人在那里住。
TIH00001623	我打听到，连恶魔帮的人都不会进那里面。当时打听的时候，我觉得很奇怪。我认为这是部落的迷信思想作怪...或者其他之类的。
TIH00001624	所以，你可以碰碰运气，请调查一下那栋房子看看那里到底有什么。很可能什么都没有，我只不过想确定一下而已。
TIH00001625	祝你好运，感谢你的帮助。
TIH00001626	我为什么要帮助恶魔帮？这有种违和感。
TIH00001627	大多数人通常都会这么想，甚至包括追随者。不管怎样，你停止猜测吧，这是有道理的。
TIH00001628	我给你透露一下我的底吧 - 我曾是恶魔帮的一员。在我年轻的时候的我曾沉沦过，那几乎摧毁了我。
TIH00001629	当追随者找到我的时候，我四肢无力，身体虚弱，还有毒瘾。他们将我从悬崖边拉了回来，让我走上正轨。然后他们让我有了受教育的机会。
TIH00001630	我不想为恶魔帮的行为找借口，但是他们仍是人类 - 大多数都是。大多数人只是深陷毒品和同性恋的之中。
TIH00001631	我相信我们可以治疗并拯救他们。我们每拯救一个恶魔帮的人，就能拯救数不尽的受害的路人。
TIH00001632	恶魔帮是一个毒瘤。唯一的治疗方式就是死亡。
TIH00001633	那真是...我认为你与众不同，但是你不过只另一种愚蠢的流浪汉罢了。新维加斯没有你们这些荡妇会更好。
TIH00001634	为什么你要我帮忙？
TIH00001635	我们看到你是怎样处理辛迪加的。这不是每天都发生。会有许多的人因为你所做的事而过的更好。
TIH00001636	你有胆量...和金钱。我们需要这两样东西才能开始行动。
TIH00001637	我不会帮助你。就是这样。
TIH00001638	你不要这样，好吗？我们可以帮助这些人，治愈他们。你很清楚这样会伤害他们，去你的。
TIH00001639	
TIH00001640	希望那些老鼠对你来说不算太多。
TIH00001641	虽然可能跟解决辛迪加没太多不同。
TIH00001642	你是谁？
TIH00001643	我叫凯迪。我跟随着游骑兵们，这是我第一次旅行到这里。该死的地方，我必须承认。
TIH00001644	别挡道，乡巴佬。
TIH00001645	慢下来，捕鼠王。我想跟你做一些交易。
TIH00001646	慢下来，捕鼠女王。我想跟你做一些交易。
TIH00001647	你想要怎样？
TIH00001648	我的工作很简单。尽可能杀死更多恶魔帮，不择手段。在我来北方后，这还真是个特殊的工作。
TIH00001649	看，我通过非常规的手段搜索并杀死袭击者来获得声望。有些时候仅仅因为兴趣就射杀他们，但死亡就是死亡。
TIH00001650	就拿80号公路来说吧。残忍的野蛮人到处都是。我采用向水源投毒的方式端掉了他们的一个营地。
TIH00001651	那使我想到了我们的交易。我知道你在帮助追随者建立诊所。那很好，真的很好。西区可以用到它的。
TIH00001652	至于恶魔帮，我有另一个计划。我有一个在OSI的朋友可以帮我订到一些“改造的”稳定剂和杰特。这种东西可以用于治疗。
TIH00001653	我希望这个诊所能使用我们的供应品，而这我们的一位医生要求的。此外我们会给那些恶魔帮成员提供药品。
TIH00001654	<保持沉默>
TIH00001655	格兰特怎么样？他想要经营诊所。
TIH00001656	格兰特？那个可笑的家伙认为他可以治疗恶魔帮并拯救西区于水火之中。软心肠的傻蛋罢了。
TIH00001657	他不明白的是，西区绝不原谅绝不忘记，而其不管你做什么事，大多数恶魔帮成员无法被拯救。
TIH00001658	他们是一群狂暴的野狗，留着口水呲着牙。唯一的治疗方式就是踩碎他们的狗头。
TIH00001659	如果这能解决恶魔帮，你可以算我一份。
TIH00001660	好的。继续坚持格兰特的计划吧，在这个地方建立诊所。一旦诊所建成，来麦卡伦看我。我们将从那儿赶来。
TIH00001661	我对你的计划不感兴趣。
TIH00001662	好吧，先搁一边吧。你仔细想想那些恶魔帮对人们所作的事情。然后再回答我。
TIH00001663	一旦诊所运营起来，而你又改变了主意，那就来麦卡伦看我。我们会从那里赶来。
TIH00001664	这个计划看起来和NCR的原则背道而驰，更不用说天启追随者了。
TIH00001665	什么？难道让他们肆意妄为？恶魔帮谋杀，强奸并且四处横行。而你却跟我谈原则？
TIH00001666	如果有任何追随者的和平主义者坚决要挽救恶魔帮，那让他们去3号避难所执行任务。
TIH00001667	不，他们放荡并舒适的住在他们的小巢穴中，治疗花柳病并分发毒品。
TIH00001668	我能从你的计划中得到什么？
TIH00001669	好吧，除了欣赏新加州共和国...
TIH00001670	我可以提供一些符合规定的物品，甚至有游骑兵的东西，我保证你在其它地方都买不到。
TIH00001671	有什么原因使你如此的挖苦？是这家诊所只不过来有几个恶魔帮罢了。
TIH00001672	几个？或许。但是然后会发生什么？欢迎他们回归社会并热情拥抱吗？
TIH00001673	当一些西区的店主看到在去年抢劫他的混蛋的时候你认为会发生什么？或者注意一下他的妻子的凶手？狗屎。
TIH00001674	想象一下将那些普通的恶魔帮...清理干净并丢到社会中去。他将会成为一个行走的狗屎。你不能改变人类的天性。
TIH00001675	我会考虑的。
TIH00001676	好的。所有的决定在于你，不过暂时先跟着格兰特的计划走，面子上的工作还是要做的。
TIH00001677	一旦诊所运营了，如果你改变了主意，那就来麦卡伦看我。我们会从那里赶来。
TIH00001678	大楼里有老鼠，但我处理了这个问题。
TIH00001679	老鼠？那些肮脏的生物引起了我的呕吐反应。感谢你清除了它们。
TIH00001680	但是随着防卫大楼，我们有了一个实际的问题：资金。确切的说，需要5000瓶盖来进行实施。你还会依旧帮助我吗？
TIH00001681	你为追随者和社区做了一件极好的事情。我马上开始准备工作。
TIH00001682	在次期间，你需要聚集起我们的第一组病人。我知道在西区的南边有个恶魔帮的藏身处，那里躲藏了一群人。
TIH00001683	找出他们，并看看你是否能说服他们顺从治疗。噢，还有尽量避免杀死他们，好吗？
TIH00001684	这是资助诊所的瓶盖。<支付5,000瓶盖>
TIH00001685	这是无可厚非的。等你有了足够的现金再跟我谈谈吧，并且我们将从那里出发。
TIH00001686	我没有5,000个瓶盖。
TIH00001687	
TIH00001688	我碰见了一个叫做凯迪的家伙，他想利用诊所来对恶魔帮下毒。
TIH00001689	凯迪？那个该死的混蛋在这里？耶稣啊，我听说过他在北方干的事情，他在80号公路上杀戮，不论妇女儿童。他是个怪物。
TIH00001690	我知道NCR不想让我们有清闲的时候。该死的。我们必须想办法解决下他。我需要思量一下。
TIH00001691	与此同时，我们照计划行事。你带来瓶盖了吗？
TIH00001692	
TIH00001693	艾尔，你最好有一些杰特给我们...
TIH00001694	艾尔在哪？你他妈是谁？
TIH00001695	戒瘾？你是指消除毒瘾？
TIH00001696	那...那真是巧妙的笑话。你欣喜若狂了吗？你跑进恶魔帮的巢穴并告诉他们去做清洁？当然可以，不过得等我们从教堂回来之后。
TIH00001697	现在乘这笑话乏味之前滚出这里。真他妈个疯子。
TIH00001698	追随者为恶魔帮开放了一个戒瘾诊所。我想你们所有人都去检查下。
TIH00001699	噢，你真是...特别。你认为你来错地方了？你能恰当的理解我的意思吗？
TIH00001700	苍白的脸色表明了你是恶魔帮的一员，你想戒掉毒瘾吗？
TIH00001701	我在这里确保你上瘾。你那12步疗法下地狱去吧！<攻击>
TIH00001702	去你的，神经病！
TIH00001703	
TIH00001704	你想惹我吗，医生？
TIH00001705	我只是想要上瘾的感觉，你懂吗？我不在乎这个，我们都不在乎，我会结账离开的，好吗？
TIH00001706	腐烂的牙齿，生疮，妄想...着就是杰特所展现的。继续这样一年之内你将会死。
TIH00001707	留着你的废话给在意的人吧，杂种。
TIH00001708	你看起来经常产生幻觉。继续使用杰特会使你的情况恶化。
TIH00001709	你显然没有准备好治疗，我将会采取我的方式。
TIH00001710	不，我认为你已经从那些口袋得到了瓶盖，更不用说其他你背着的东西了。
TIH00001711	我认为我们会干掉你并拿着东西。
TIH00001712	
TIH00001713	别废话，好吗？
TIH00001714	当我加入这个组织那一刻起，奇迹就发生了。每天都很嗨，每天看着库克烤着NCR军人的肉。而现在我们勉强维持生计。
TIH00001715	好吧，我和我的人将会离开这里。虽然我做不了任何承诺。
TIH00001716	NCR处理你只是早晚的事。要走滚要么死。
TIH00001717	如果你不赶紧滚，那么我首先要做的是将你的头踩在脚下。
TIH00001718	首先要做的是承认你有病。
TIH00001719	我会先付给你500个瓶盖，然后在完成治疗后再付500个。<支付500个瓶盖>
TIH00001720	好的。不过别指望任何奇迹发生。维加斯可以改变，而恶魔帮绝对不行。
TIH00001721	给，在你康复之前会有一只有这些东西。<交出三瓶杰特>
TIH00001722	哦，你真他妈的的是个救星！
TIH00001723	我正准备离开，然后我们会去诊所办理手续。
TIH00001724	
TIH00001725	你从哪学到的这些玩意儿？真令人恶心。
TIH00001726	好吧，我会离开这里的，不过我不保证。
TIH00001727	你知道杰特是由什么制成的吗？双头牛屎。你在对牛屎上瘾。
TIH00001728	操，如果这是我的未来，我愿意接受医疗。
TIH00001729	往杰特里面加迪克森很糟糕！嘴唇周围会长满黄色的痘痘，赶紧戒掉吧。
TIH00001730	
TIH00001731	我知道他们之中有人愿意接受治疗。尽管如此，我认为与恶魔帮谈判的气氛还是很紧张...不论谈什么。
