AID00098043	PLAYER LOCKED OBJECT
AID00123631	[FAILED] There's nothing I'd like more than to hand the deepest secrets of my artistry to some idiot in exchange for a dirty handful of caps.
AID00123632	<Lie> I'm here to talk business.  Interested in putting out a cookbook?
AID00123633	[SUCCEEDED] What, me? The supreme ruler of the Nevada dining scene? Teach lowlife half-wits to make food that doesn't smell like burning excrement?
AID00123634	Do you think it would sell?
AID00123635	<Lie> Oh no, you have it right. I'm a server.
AID00123636	Well then why the fuck are you still standing there like you aren't the lowest form of life ever to be flushed down the evolutionary toilet?
AID00123637	[Attack] You'll be feeding birds when I'm through with you.
AID00123638	I'll carve that stupid look off your inbred face!
AID00123639	Now get the hell out of my sight, or I'll bathe your face in the deep fryer.
AID00123640	I'll go back to my job now.
AID00123641	Would you like me to try to get you out of your contract?
AID00123642	You'd do that? For me? I'm not sure what can be done, but you'd be doing me a solid if you would. I've been talking to Big Sal mostly.
AID00123643	That's it for now.
AID00123644	See ya.
AID00123645	Let's talk about something else.
AID00123646	What do you wanna talk about?
AID00123647	I have a couple more questions about what happened that night.
AID00123648	Alright, have at it.
AID00123649	<Medicine Options>
AID00123650	[SUCCEEDED] What? Yeah, you're right. I wonder what was up with that.
AID00123651	That doesn't sound like enough to get you to lose the whole night.
AID00123652	[FAILED] I've done much more than that in a single night and lived to tell the tale.
AID00123653	Um... Wouldn't that make your heart explode or something?
AID00123654	That seems like a lot of chems.
AID00123655	Like I said, pretty standard for me. I can handle my shit.
AID00123656	How did the family find out about it?
AID00123657	When I saw the body I started screaming, a few seconds some of their soldiers were in there cleaning up the room.
AID00123658	They offered to keep silent about what happened if I agreed to help them get their hands on large quantities of guns, at deep discounts.
AID00123659	What kind of chems were you doing?
AID00123660	That night? Mostly buffout, I like to cut it with a little bit of jet, and wash it down with some whiskey. That was my standard Saturday night...
AID00123661	Do you know where the knife came from?
AID00123662	I keep a little switchblade tucked away with me. You never know when you might find some trouble.
AID00123663	About that thing you wanted to talk about, let's hear it.
AID00123664	I'm going to keep this as simple as possible. The NCR is in a bit of a tight spot with all that's going on, and I need someone like you to help me.
AID00123665	In exchange for your help, you would receive complete amnesty for any past crimes against the NCR, as well as additional benefits and perks.
AID00123666	And if you prove to be a loyal and capable agent, well... let's just say there's a lot of work to be done, and the NCR is a good friend to have.
AID00123667	To the Northeast is a settlement. The locals here call them Boomers. They are sitting on a munitions stockpile that would be invaluable to us.
AID00123668	I would like you to get in contact with them, and then do whatever it takes to convince them to help us.
AID00123669	Someone with your background and reputation would have a better chance of reaching them than anyone I have available.
AID00123670	I don't think it's going to work out. Sorry.
AID00123671	That's disappointing. They could have been a big help to us. I guess we'll just have to do without.
AID00123672	Uh... no word yet. I'll get back to you on it.
AID00123673	You know where to find me.
AID00123674	Uh... I'm not sure. I'll get back to you.
AID00123675	Let me know as soon as you have an answer from them.
AID00123676	Yes... they will help... "us."
AID00123677	That's great. They're going to give us an advantage in the battle ahead.
AID00123678	The Boomers have agreed to help me.
AID00123679	Excellent work. I can't tell you how useful that will be.
AID00123680	In any event, I have another assignment ready and waiting for you. But we can speak of it later.
AID00123681	Rest up, and when you're ready, speak to me again.
AID00123682	I'll find them and talk to them.
AID00123683	Much appreciated. Once you've talked to them, let me know what they have to say.
AID00123684	I know where they are. I'll go and talk to them.
AID00123685	Excellent, come back after you've spoken to them. They should see the benefits of helping us in the long-term.
AID00123686	I've met with the Boomers. I don't think it'll work out.
AID00123687	That's disappointing. They could have been a big help to us. I guess we'll just have to do without.
AID00123688	Actually, I already know them. We're good friends.
AID00123689	That's excellent news! So they'll help us?
AID00123690	Sorry, I'm not interested.
AID00123691	Sorry to hear that. Do me a favor and give it some more thought. I'll be here if you change your mind.
AID00123692	I'm listening.
AID00123693	I'm going to keep this as simple as possible so we don't waste each other's time.
AID00123694	The NCR is in a bit of a tight spot with all that is going on with Mr. House and the Legion.
AID00123695	And despite your reputation and previous actions with the NCR, we could use your help.
AID00123696	I'm sure you've noticed that things are a little tense around here with all the issues between the NCR, the Legion, and Mr. House.
AID00123697	It doesn't take a genius to see that something big is going to happen soon.
AID00123698	To be honest with you, the NCR is in a tight spot. But... if we fail now, it's the people here that are going to suffer the most.
AID00123699	I'm not willing to let that happen, and I don't think you're the kind of person that would either.
AID00123700	<VMS23 Boomer Quest>
AID00123701	I'm glad you could make it! I have something that I wanted to discuss with you.
AID00123702	It's a very important matter, and I have a strong feeling that you're the perfect person for the job.
AID00123703	You received my message, good. I realize that it may seem a little strange that I'm contacting you, considering your reputation...
AID00123704	But I have a business proposition to discuss with you.
AID00123705	Ah, I see you received my message. Good, good - I had something important to discuss with you.
AID00123706	I wanted to talk to you about the Boomers.
AID00123707	I'm glad to see you've given it some thought. Are you willing to go talk to them?
AID00123708	Thanks for doing this. Remember, we need their resources to help us in the upcoming battle. Do whatever it takes.
AID00123709	I hope you've returned with good news. Are they willing to help the NCR?
AID00123710	What's the word with the Boomers? Have you talked with them yet?
AID00123711	VMS18MortimerBanquetSpeech
AID00123712	I know I'm not the scheduled speaker, but I have a few words, if I may.
AID00123713	There was a time not so long ago when we were bound together not as members but as family. As a clan.
AID00123714	And when Mr. House came to us with his proposal, we accepted, knowing we stood to gain much.
AID00123715	Little did we know how much we'd lose in the process.
AID00123716	As a society, we've endeavored to sample the finest food and drink the world has to offer. But we are living a lie.
AID00123717	There is a meat sweeter than the most cornfed livestock. Most of you have tasted it. All of you have coveted it.
AID00123718	Among us, it is a crime to discuss a return to the old ways that unified our people.
